"generation","variant","count","S"
4249,4237,92,"-0.50"
4249,4537,10,"-0.50"
4249,4584,5,"-0.50"
4249,4623,39,"-0.50"
4249,4704,18,"-0.50"
4249,4817,56,"-0.50"
4249,4835,33,"-0.50"
4249,4917,44,"-0.50"
4249,4991,21,"-0.50"
4249,5008,95,"-0.50"
4249,5013,19,"-0.50"
4249,5034,19,"-0.50"
4249,5047,36,"-0.50"
4249,5052,39,"-0.50"
4249,5078,70,"-0.50"
4249,5093,98,"-0.50"
4249,5096,24,"-0.50"
4249,5117,38,"-0.50"
4249,5127,60,"-0.50"
4249,5144,72,"-0.50"
4249,5147,12,"-0.50"
4249,5165,22,"-0.50"
4249,5168,14,"-0.50"
4249,5169,40,"-0.50"
4249,5173,1,"-0.50"
4249,5178,8,"-0.50"
4249,5180,5,"-0.50"
4249,5181,6,"-0.50"
4249,5182,2,"-0.50"
4250,4237,88,"-0.50"
4250,4537,9,"-0.50"
4250,4584,6,"-0.50"
4250,4623,37,"-0.50"
4250,4704,17,"-0.50"
4250,4817,47,"-0.50"
4250,4835,39,"-0.50"
4250,4917,46,"-0.50"
4250,4991,22,"-0.50"
4250,5008,82,"-0.50"
4250,5013,25,"-0.50"
4250,5034,22,"-0.50"
4250,5047,31,"-0.50"
4250,5052,45,"-0.50"
4250,5078,85,"-0.50"
4250,5093,96,"-0.50"
4250,5096,22,"-0.50"
4250,5117,34,"-0.50"
4250,5127,65,"-0.50"
4250,5144,77,"-0.50"
4250,5147,18,"-0.50"
4250,5165,18,"-0.50"
4250,5168,6,"-0.50"
4250,5169,40,"-0.50"
4250,5173,2,"-0.50"
4250,5178,8,"-0.50"
4250,5180,8,"-0.50"
4250,5181,4,"-0.50"
4250,5185,1,"-0.50"
4251,4237,89,"-0.50"
4251,4537,9,"-0.50"
4251,4584,4,"-0.50"
4251,4623,25,"-0.50"
4251,4704,12,"-0.50"
4251,4817,49,"-0.50"
4251,4835,54,"-0.50"
4251,4917,50,"-0.50"
4251,4991,17,"-0.50"
4251,5008,67,"-0.50"
4251,5013,23,"-0.50"
4251,5034,27,"-0.50"
4251,5047,39,"-0.50"
4251,5052,41,"-0.50"
4251,5078,87,"-0.50"
4251,5093,85,"-0.50"
4251,5096,18,"-0.50"
4251,5117,39,"-0.50"
4251,5127,61,"-0.50"
4251,5144,93,"-0.50"
4251,5147,25,"-0.50"
4251,5165,21,"-0.50"
4251,5168,8,"-0.50"
4251,5169,36,"-0.50"
4251,5173,3,"-0.50"
4251,5178,8,"-0.50"
4251,5180,5,"-0.50"
4251,5181,3,"-0.50"
4251,5186,1,"-0.50"
4251,5187,1,"-0.50"
4252,4237,80,"-0.50"
4252,4537,7,"-0.50"
4252,4584,7,"-0.50"
4252,4623,21,"-0.50"
4252,4704,6,"-0.50"
4252,4817,55,"-0.50"
4252,4835,56,"-0.50"
4252,4917,44,"-0.50"
4252,4991,12,"-0.50"
4252,5008,67,"-0.50"
4252,5013,17,"-0.50"
4252,5034,17,"-0.50"
4252,5047,42,"-0.50"
4252,5052,45,"-0.50"
4252,5078,111,"-0.50"
4252,5093,89,"-0.50"
4252,5096,16,"-0.50"
4252,5117,34,"-0.50"
4252,5127,66,"-0.50"
4252,5144,82,"-0.50"
4252,5147,25,"-0.50"
4252,5165,18,"-0.50"
4252,5168,13,"-0.50"
4252,5169,48,"-0.50"
4252,5173,5,"-0.50"
4252,5178,7,"-0.50"
4252,5180,6,"-0.50"
4252,5181,2,"-0.50"
4252,5186,1,"-0.50"
4252,5188,1,"-0.50"
4253,4237,88,"-0.50"
4253,4537,9,"-0.50"
4253,4584,13,"-0.50"
4253,4623,18,"-0.50"
4253,4704,5,"-0.50"
4253,4817,61,"-0.50"
4253,4835,51,"-0.50"
4253,4917,58,"-0.50"
4253,4991,14,"-0.50"
4253,5008,62,"-0.50"
4253,5013,9,"-0.50"
4253,5034,17,"-0.50"
4253,5047,38,"-0.50"
4253,5052,40,"-0.50"
4253,5078,111,"-0.50"
4253,5093,85,"-0.50"
4253,5096,21,"-0.50"
4253,5117,21,"-0.50"
4253,5127,64,"-0.50"
4253,5144,73,"-0.50"
4253,5147,33,"-0.50"
4253,5165,23,"-0.50"
4253,5168,13,"-0.50"
4253,5169,46,"-0.50"
4253,5173,10,"-0.50"
4253,5178,4,"-0.50"
4253,5180,6,"-0.50"
4253,5181,2,"-0.50"
4253,5186,4,"-0.50"
4253,5189,1,"-0.50"
4254,4237,78,"-0.50"
4254,4537,8,"-0.50"
4254,4584,11,"-0.50"
4254,4623,25,"-0.50"
4254,4704,4,"-0.50"
4254,4817,56,"-0.50"
4254,4835,52,"-0.50"
4254,4917,62,"-0.50"
4254,4991,6,"-0.50"
4254,5008,71,"-0.50"
4254,5013,12,"-0.50"
4254,5034,15,"-0.50"
4254,5047,42,"-0.50"
4254,5052,35,"-0.50"
4254,5078,112,"-0.50"
4254,5093,67,"-0.50"
4254,5096,26,"-0.50"
4254,5117,27,"-0.50"
4254,5127,59,"-0.50"
4254,5144,72,"-0.50"
4254,5147,28,"-0.50"
4254,5165,31,"-0.50"
4254,5168,11,"-0.50"
4254,5169,51,"-0.50"
4254,5173,19,"-0.50"
4254,5178,3,"-0.50"
4254,5180,7,"-0.50"
4254,5181,2,"-0.50"
4254,5186,7,"-0.50"
4254,5190,1,"-0.50"
4255,4237,67,"-0.50"
4255,4537,2,"-0.50"
4255,4584,8,"-0.50"
4255,4623,35,"-0.50"
4255,4704,3,"-0.50"
4255,4817,49,"-0.50"
4255,4835,57,"-0.50"
4255,4917,68,"-0.50"
4255,4991,9,"-0.50"
4255,5008,77,"-0.50"
4255,5013,12,"-0.50"
4255,5034,18,"-0.50"
4255,5047,42,"-0.50"
4255,5052,34,"-0.50"
4255,5078,91,"-0.50"
4255,5093,70,"-0.50"
4255,5096,28,"-0.50"
4255,5117,33,"-0.50"
4255,5127,48,"-0.50"
4255,5144,86,"-0.50"
4255,5147,28,"-0.50"
4255,5165,33,"-0.50"
4255,5168,10,"-0.50"
4255,5169,47,"-0.50"
4255,5173,18,"-0.50"
4255,5178,7,"-0.50"
4255,5180,9,"-0.50"
4255,5181,2,"-0.50"
4255,5186,9,"-0.50"
4256,4237,65,"-0.50"
4256,4537,2,"-0.50"
4256,4584,6,"-0.50"
4256,4623,49,"-0.50"
4256,4704,4,"-0.50"
4256,4817,53,"-0.50"
4256,4835,54,"-0.50"
4256,4917,64,"-0.50"
4256,4991,7,"-0.50"
4256,5008,77,"-0.50"
4256,5013,9,"-0.50"
4256,5034,20,"-0.50"
4256,5047,52,"-0.50"
4256,5052,32,"-0.50"
4256,5078,78,"-0.50"
4256,5093,64,"-0.50"
4256,5096,30,"-0.50"
4256,5117,32,"-0.50"
4256,5127,47,"-0.50"
4256,5144,81,"-0.50"
4256,5147,35,"-0.50"
4256,5165,31,"-0.50"
4256,5168,8,"-0.50"
4256,5169,41,"-0.50"
4256,5173,22,"-0.50"
4256,5178,12,"-0.50"
4256,5180,12,"-0.50"
4256,5181,3,"-0.50"
4256,5186,10,"-0.50"
4257,4237,68,"-0.50"
4257,4584,6,"-0.50"
4257,4623,39,"-0.50"
4257,4704,6,"-0.50"
4257,4817,60,"-0.50"
4257,4835,49,"-0.50"
4257,4917,65,"-0.50"
4257,4991,1,"-0.50"
4257,5008,89,"-0.50"
4257,5013,10,"-0.50"
4257,5034,18,"-0.50"
4257,5047,54,"-0.50"
4257,5052,28,"-0.50"
4257,5078,77,"-0.50"
4257,5093,66,"-0.50"
4257,5096,35,"-0.50"
4257,5117,39,"-0.50"
4257,5127,50,"-0.50"
4257,5144,75,"-0.50"
4257,5147,30,"-0.50"
4257,5165,33,"-0.50"
4257,5168,13,"-0.50"
4257,5169,38,"-0.50"
4257,5173,18,"-0.50"
4257,5178,12,"-0.50"
4257,5180,7,"-0.50"
4257,5181,1,"-0.50"
4257,5186,13,"-0.50"
4258,4237,68,"-0.50"
4258,4584,9,"-0.50"
4258,4623,29,"-0.50"
4258,4704,7,"-0.50"
4258,4817,62,"-0.50"
4258,4835,50,"-0.50"
4258,4917,61,"-0.50"
4258,5008,85,"-0.50"
4258,5013,12,"-0.50"
4258,5034,17,"-0.50"
4258,5047,42,"-0.50"
4258,5052,25,"-0.50"
4258,5078,62,"-0.50"
4258,5093,82,"-0.50"
4258,5096,35,"-0.50"
4258,5117,40,"-0.50"
4258,5127,43,"-0.50"
4258,5144,79,"-0.50"
4258,5147,33,"-0.50"
4258,5165,39,"-0.50"
4258,5168,16,"-0.50"
4258,5169,45,"-0.50"
4258,5173,17,"-0.50"
4258,5178,12,"-0.50"
4258,5180,12,"-0.50"
4258,5186,18,"-0.50"
4259,4237,52,"-0.50"
4259,4584,11,"-0.50"
4259,4623,35,"-0.50"
4259,4704,9,"-0.50"
4259,4817,46,"-0.50"
4259,4835,53,"-0.50"
4259,4917,59,"-0.50"
4259,5008,92,"-0.50"
4259,5013,15,"-0.50"
4259,5034,17,"-0.50"
4259,5047,44,"-0.50"
4259,5052,27,"-0.50"
4259,5078,66,"-0.50"
4259,5093,81,"-0.50"
4259,5096,39,"-0.50"
4259,5117,47,"-0.50"
4259,5127,41,"-0.50"
4259,5144,73,"-0.50"
4259,5147,30,"-0.50"
4259,5165,43,"-0.50"
4259,5168,14,"-0.50"
4259,5169,38,"-0.50"
4259,5173,18,"-0.50"
4259,5178,13,"-0.50"
4259,5180,12,"-0.50"
4259,5186,23,"-0.50"
4259,5191,1,"-0.50"
4259,5192,1,"-0.50"
4260,4237,47,"-0.50"
4260,4584,11,"-0.50"
4260,4623,35,"-0.50"
4260,4704,6,"-0.50"
4260,4817,54,"-0.50"
4260,4835,49,"-0.50"
4260,4917,66,"-0.50"
4260,5008,99,"-0.50"
4260,5013,9,"-0.50"
4260,5034,11,"-0.50"
4260,5047,40,"-0.50"
4260,5052,25,"-0.50"
4260,5078,63,"-0.50"
4260,5093,71,"-0.50"
4260,5096,57,"-0.50"
4260,5117,52,"-0.50"
4260,5127,41,"-0.50"
4260,5144,71,"-0.50"
4260,5147,35,"-0.50"
4260,5165,27,"-0.50"
4260,5168,10,"-0.50"
4260,5169,42,"-0.50"
4260,5173,20,"-0.50"
4260,5178,11,"-0.50"
4260,5180,19,"-0.50"
4260,5186,26,"-0.50"
4260,5191,2,"-0.50"
4260,5192,1,"-0.50"
4261,4237,44,"-0.50"
4261,4584,11,"-0.50"
4261,4623,38,"-0.50"
4261,4704,8,"-0.50"
4261,4817,44,"-0.50"
4261,4835,58,"-0.50"
4261,4917,70,"-0.50"
4261,5008,105,"-0.50"
4261,5013,9,"-0.50"
4261,5034,5,"-0.50"
4261,5047,47,"-0.50"
4261,5052,25,"-0.50"
4261,5078,75,"-0.50"
4261,5093,79,"-0.50"
4261,5096,46,"-0.50"
4261,5117,42,"-0.50"
4261,5127,41,"-0.50"
4261,5144,68,"-0.50"
4261,5147,29,"-0.50"
4261,5165,28,"-0.50"
4261,5168,8,"-0.50"
4261,5169,45,"-0.50"
4261,5173,17,"-0.50"
4261,5178,14,"-0.50"
4261,5180,20,"-0.50"
4261,5186,18,"-0.50"
4261,5191,5,"-0.50"
4261,5193,1,"-0.50"
4262,4237,41,"-0.50"
4262,4584,11,"-0.50"
4262,4623,38,"-0.50"
4262,4704,9,"-0.50"
4262,4817,49,"-0.50"
4262,4835,58,"-0.50"
4262,4917,65,"-0.50"
4262,5008,95,"-0.50"
4262,5013,10,"-0.50"
4262,5034,7,"-0.50"
4262,5047,45,"-0.50"
4262,5052,24,"-0.50"
4262,5078,79,"-0.50"
4262,5093,79,"-0.50"
4262,5096,48,"-0.50"
4262,5117,44,"-0.50"
4262,5127,33,"-0.50"
4262,5144,64,"-0.50"
4262,5147,42,"-0.50"
4262,5165,32,"-0.50"
4262,5168,7,"-0.50"
4262,5169,49,"-0.50"
4262,5173,19,"-0.50"
4262,5178,11,"-0.50"
4262,5180,21,"-0.50"
4262,5186,14,"-0.50"
4262,5191,5,"-0.50"
4262,5193,1,"-0.50"
4263,4237,50,"-0.50"
4263,4584,20,"-0.50"
4263,4623,43,"-0.50"
4263,4704,16,"-0.50"
4263,4817,45,"-0.50"
4263,4835,59,"-0.50"
4263,4917,64,"-0.50"
4263,5008,102,"-0.50"
4263,5013,11,"-0.50"
4263,5034,1,"-0.50"
4263,5047,41,"-0.50"
4263,5052,25,"-0.50"
4263,5078,79,"-0.50"
4263,5093,79,"-0.50"
4263,5096,41,"-0.50"
4263,5117,36,"-0.50"
4263,5127,35,"-0.50"
4263,5144,67,"-0.50"
4263,5147,34,"-0.50"
4263,5165,34,"-0.50"
4263,5168,6,"-0.50"
4263,5169,44,"-0.50"
4263,5173,22,"-0.50"
4263,5178,3,"-0.50"
4263,5180,19,"-0.50"
4263,5186,13,"-0.50"
4263,5191,8,"-0.50"
4263,5193,3,"-0.50"
4264,4237,47,"-0.50"
4264,4584,28,"-0.50"
4264,4623,39,"-0.50"
4264,4704,23,"-0.50"
4264,4817,59,"-0.50"
4264,4835,57,"-0.50"
4264,4917,64,"-0.50"
4264,5008,79,"-0.50"
4264,5013,9,"-0.50"
4264,5047,41,"-0.50"
4264,5052,18,"-0.50"
4264,5078,86,"-0.50"
4264,5093,74,"-0.50"
4264,5096,46,"-0.50"
4264,5117,40,"-0.50"
4264,5127,32,"-0.50"
4264,5144,60,"-0.50"
4264,5147,47,"-0.50"
4264,5165,36,"-0.50"
4264,5168,7,"-0.50"
4264,5169,44,"-0.50"
4264,5173,23,"-0.50"
4264,5180,14,"-0.50"
4264,5186,15,"-0.50"
4264,5191,9,"-0.50"
4264,5193,3,"-0.50"
4265,4237,52,"-0.50"
4265,4584,26,"-0.50"
4265,4623,41,"-0.50"
4265,4704,15,"-0.50"
4265,4817,63,"-0.50"
4265,4835,58,"-0.50"
4265,4917,52,"-0.50"
4265,5008,102,"-0.50"
4265,5013,8,"-0.50"
4265,5047,31,"-0.50"
4265,5052,19,"-0.50"
4265,5078,87,"-0.50"
4265,5093,72,"-0.50"
4265,5096,42,"-0.50"
4265,5117,49,"-0.50"
4265,5127,27,"-0.50"
4265,5144,65,"-0.50"
4265,5147,51,"-0.50"
4265,5165,30,"-0.50"
4265,5168,2,"-0.50"
4265,5169,35,"-0.50"
4265,5173,26,"-0.50"
4265,5180,20,"-0.50"
4265,5186,15,"-0.50"
4265,5191,7,"-0.50"
4265,5193,1,"-0.50"
4265,5194,1,"-0.50"
4265,5195,1,"-0.50"
4265,5196,1,"-0.50"
4265,5197,1,"-0.50"
4266,4237,48,"-0.50"
4266,4584,15,"-0.50"
4266,4623,44,"-0.50"
4266,4704,13,"-0.50"
4266,4817,65,"-0.50"
4266,4835,59,"-0.50"
4266,4917,37,"-0.50"
4266,5008,99,"-0.50"
4266,5013,14,"-0.50"
4266,5047,33,"-0.50"
4266,5052,23,"-0.50"
4266,5078,91,"-0.50"
4266,5093,79,"-0.50"
4266,5096,45,"-0.50"
4266,5117,56,"-0.50"
4266,5127,27,"-0.50"
4266,5144,61,"-0.50"
4266,5147,62,"-0.50"
4266,5165,27,"-0.50"
4266,5168,2,"-0.50"
4266,5169,30,"-0.50"
4266,5173,22,"-0.50"
4266,5180,22,"-0.50"
4266,5186,16,"-0.50"
4266,5191,4,"-0.50"
4266,5193,1,"-0.50"
4266,5194,1,"-0.50"
4266,5195,3,"-0.50"
4266,5196,1,"-0.50"
4267,4237,48,"-0.50"
4267,4584,15,"-0.50"
4267,4623,49,"-0.50"
4267,4704,12,"-0.50"
4267,4817,73,"-0.50"
4267,4835,57,"-0.50"
4267,4917,33,"-0.50"
4267,5008,92,"-0.50"
4267,5013,14,"-0.50"
4267,5047,32,"-0.50"
4267,5052,30,"-0.50"
4267,5078,85,"-0.50"
4267,5093,75,"-0.50"
4267,5096,44,"-0.50"
4267,5117,60,"-0.50"
4267,5127,34,"-0.50"
4267,5144,49,"-0.50"
4267,5147,58,"-0.50"
4267,5165,27,"-0.50"
4267,5169,34,"-0.50"
4267,5173,26,"-0.50"
4267,5180,18,"-0.50"
4267,5186,19,"-0.50"
4267,5191,6,"-0.50"
4267,5193,3,"-0.50"
4267,5194,2,"-0.50"
4267,5195,4,"-0.50"
4267,5196,1,"-0.50"
4268,4237,50,"-0.50"
4268,4584,15,"-0.50"
4268,4623,48,"-0.50"
4268,4704,10,"-0.50"
4268,4817,90,"-0.50"
4268,4835,55,"-0.50"
4268,4917,33,"-0.50"
4268,5008,92,"-0.50"
4268,5013,13,"-0.50"
4268,5047,26,"-0.50"
4268,5052,30,"-0.50"
4268,5078,88,"-0.50"
4268,5093,89,"-0.50"
4268,5096,32,"-0.50"
4268,5117,52,"-0.50"
4268,5127,39,"-0.50"
4268,5144,55,"-0.50"
4268,5147,65,"-0.50"
4268,5165,15,"-0.50"
4268,5169,31,"-0.50"
4268,5173,19,"-0.50"
4268,5180,20,"-0.50"
4268,5186,19,"-0.50"
4268,5191,4,"-0.50"
4268,5193,1,"-0.50"
4268,5194,1,"-0.50"
4268,5195,6,"-0.50"
4268,5198,1,"-0.50"
4268,5199,1,"-0.50"
4269,4237,47,"-0.50"
4269,4584,20,"-0.50"
4269,4623,55,"-0.50"
4269,4704,9,"-0.50"
4269,4817,80,"-0.50"
4269,4835,61,"-0.50"
4269,4917,24,"-0.50"
4269,5008,102,"-0.50"
4269,5013,11,"-0.50"
4269,5047,21,"-0.50"
4269,5052,34,"-0.50"
4269,5078,81,"-0.50"
4269,5093,84,"-0.50"
4269,5096,33,"-0.50"
4269,5117,48,"-0.50"
4269,5127,37,"-0.50"
4269,5144,63,"-0.50"
4269,5147,69,"-0.50"
4269,5165,8,"-0.50"
4269,5169,35,"-0.50"
4269,5173,20,"-0.50"
4269,5180,20,"-0.50"
4269,5186,23,"-0.50"
4269,5191,8,"-0.50"
4269,5193,1,"-0.50"
4269,5195,2,"-0.50"
4269,5198,2,"-0.50"
4269,5199,2,"-0.50"
4270,4237,40,"-0.50"
4270,4584,22,"-0.50"
4270,4623,66,"-0.50"
4270,4704,9,"-0.50"
4270,4817,73,"-0.50"
4270,4835,58,"-0.50"
4270,4917,26,"-0.50"
4270,5008,105,"-0.50"
4270,5013,14,"-0.50"
4270,5047,19,"-0.50"
4270,5052,20,"-0.50"
4270,5078,73,"-0.50"
4270,5093,88,"-0.50"
4270,5096,36,"-0.50"
4270,5117,53,"-0.50"
4270,5127,48,"-0.50"
4270,5144,61,"-0.50"
4270,5147,54,"-0.50"
4270,5165,12,"-0.50"
4270,5169,35,"-0.50"
4270,5173,16,"-0.50"
4270,5180,23,"-0.50"
4270,5186,26,"-0.50"
4270,5191,13,"-0.50"
4270,5193,1,"-0.50"
4270,5195,3,"-0.50"
4270,5199,4,"-0.50"
4270,5200,1,"-0.50"
4270,5201,1,"-0.50"
4271,4237,42,"-0.50"
4271,4584,21,"-0.50"
4271,4623,56,"-0.50"
4271,4704,9,"-0.50"
4271,4817,69,"-0.50"
4271,4835,70,"-0.50"
4271,4917,25,"-0.50"
4271,5008,93,"-0.50"
4271,5013,13,"-0.50"
4271,5047,22,"-0.50"
4271,5052,18,"-0.50"
4271,5078,67,"-0.50"
4271,5093,91,"-0.50"
4271,5096,37,"-0.50"
4271,5117,60,"-0.50"
4271,5127,53,"-0.50"
4271,5144,70,"-0.50"
4271,5147,51,"-0.50"
4271,5165,13,"-0.50"
4271,5169,37,"-0.50"
4271,5173,14,"-0.50"
4271,5180,28,"-0.50"
4271,5186,27,"-0.50"
4271,5191,11,"-0.50"
4271,5195,1,"-0.50"
4271,5199,1,"-0.50"
4271,5202,1,"-0.50"
4272,4237,35,"-0.50"
4272,4584,18,"-0.50"
4272,4623,62,"-0.50"
4272,4704,10,"-0.50"
4272,4817,70,"-0.50"
4272,4835,79,"-0.50"
4272,4917,31,"-0.50"
4272,5008,95,"-0.50"
4272,5013,14,"-0.50"
4272,5047,25,"-0.50"
4272,5052,11,"-0.50"
4272,5078,59,"-0.50"
4272,5093,98,"-0.50"
4272,5096,30,"-0.50"
4272,5117,55,"-0.50"
4272,5127,52,"-0.50"
4272,5144,80,"-0.50"
4272,5147,53,"-0.50"
4272,5165,12,"-0.50"
4272,5169,35,"-0.50"
4272,5173,18,"-0.50"
4272,5180,22,"-0.50"
4272,5186,22,"-0.50"
4272,5191,11,"-0.50"
4272,5199,2,"-0.50"
4272,5203,1,"-0.50"
4273,4237,33,"-0.50"
4273,4584,23,"-0.50"
4273,4623,77,"-0.50"
4273,4704,8,"-0.50"
4273,4817,71,"-0.50"
4273,4835,90,"-0.50"
4273,4917,27,"-0.50"
4273,5008,88,"-0.50"
4273,5013,10,"-0.50"
4273,5047,29,"-0.50"
4273,5052,6,"-0.50"
4273,5078,75,"-0.50"
4273,5093,93,"-0.50"
4273,5096,32,"-0.50"
4273,5117,58,"-0.50"
4273,5127,54,"-0.50"
4273,5144,81,"-0.50"
4273,5147,39,"-0.50"
4273,5165,11,"-0.50"
4273,5169,32,"-0.50"
4273,5173,14,"-0.50"
4273,5180,21,"-0.50"
4273,5186,12,"-0.50"
4273,5191,11,"-0.50"
4273,5199,3,"-0.50"
4273,5203,1,"-0.50"
4273,5204,1,"-0.50"
4274,4237,44,"-0.50"
4274,4584,21,"-0.50"
4274,4623,72,"-0.50"
4274,4704,10,"-0.50"
4274,4817,68,"-0.50"
4274,4835,83,"-0.50"
4274,4917,27,"-0.50"
4274,5008,85,"-0.50"
4274,5013,9,"-0.50"
4274,5047,40,"-0.50"
4274,5052,6,"-0.50"
4274,5078,75,"-0.50"
4274,5093,105,"-0.50"
4274,5096,25,"-0.50"
4274,5117,49,"-0.50"
4274,5127,54,"-0.50"
4274,5144,64,"-0.50"
4274,5147,46,"-0.50"
4274,5165,13,"-0.50"
4274,5169,35,"-0.50"
4274,5173,15,"-0.50"
4274,5180,17,"-0.50"
4274,5186,17,"-0.50"
4274,5191,15,"-0.50"
4274,5199,1,"-0.50"
4274,5203,2,"-0.50"
4274,5205,1,"-0.50"
4274,5206,1,"-0.50"
4275,4237,49,"-0.50"
4275,4584,19,"-0.50"
4275,4623,63,"-0.50"
4275,4704,8,"-0.50"
4275,4817,64,"-0.50"
4275,4835,87,"-0.50"
4275,4917,29,"-0.50"
4275,5008,97,"-0.50"
4275,5013,13,"-0.50"
4275,5047,53,"-0.50"
4275,5052,7,"-0.50"
4275,5078,81,"-0.50"
4275,5093,104,"-0.50"
4275,5096,30,"-0.50"
4275,5117,48,"-0.50"
4275,5127,45,"-0.50"
4275,5144,54,"-0.50"
4275,5147,36,"-0.50"
4275,5165,17,"-0.50"
4275,5169,27,"-0.50"
4275,5173,13,"-0.50"
4275,5180,20,"-0.50"
4275,5186,21,"-0.50"
4275,5191,8,"-0.50"
4275,5199,2,"-0.50"
4275,5203,3,"-0.50"
4275,5206,1,"-0.50"
4275,5207,1,"-0.50"
4276,4237,62,"-0.50"
4276,4584,14,"-0.50"
4276,4623,66,"-0.50"
4276,4704,10,"-0.50"
4276,4817,61,"-0.50"
4276,4835,74,"-0.50"
4276,4917,28,"-0.50"
4276,5008,103,"-0.50"
4276,5013,14,"-0.50"
4276,5047,48,"-0.50"
4276,5052,8,"-0.50"
4276,5078,86,"-0.50"
4276,5093,88,"-0.50"
4276,5096,29,"-0.50"
4276,5117,36,"-0.50"
4276,5127,52,"-0.50"
4276,5144,66,"-0.50"
4276,5147,34,"-0.50"
4276,5165,14,"-0.50"
4276,5169,26,"-0.50"
4276,5173,9,"-0.50"
4276,5180,29,"-0.50"
4276,5186,27,"-0.50"
4276,5191,10,"-0.50"
4276,5199,4,"-0.50"
4276,5203,1,"-0.50"
4276,5206,1,"-0.50"
4277,4237,58,"-0.50"
4277,4584,11,"-0.50"
4277,4623,56,"-0.50"
4277,4704,8,"-0.50"
4277,4817,68,"-0.50"
4277,4835,68,"-0.50"
4277,4917,32,"-0.50"
4277,5008,118,"-0.50"
4277,5013,15,"-0.50"
4277,5047,52,"-0.50"
4277,5052,9,"-0.50"
4277,5078,77,"-0.50"
4277,5093,76,"-0.50"
4277,5096,32,"-0.50"
4277,5117,39,"-0.50"
4277,5127,55,"-0.50"
4277,5144,58,"-0.50"
4277,5147,36,"-0.50"
4277,5165,13,"-0.50"
4277,5169,30,"-0.50"
4277,5173,9,"-0.50"
4277,5180,24,"-0.50"
4277,5186,35,"-0.50"
4277,5191,10,"-0.50"
4277,5199,5,"-0.50"
4277,5203,4,"-0.50"
4277,5208,1,"-0.50"
4277,5209,1,"-0.50"
4278,4237,47,"-0.50"
4278,4584,8,"-0.50"
4278,4623,49,"-0.50"
4278,4704,5,"-0.50"
4278,4817,63,"-0.50"
4278,4835,65,"-0.50"
4278,4917,31,"-0.50"
4278,5008,121,"-0.50"
4278,5013,23,"-0.50"
4278,5047,35,"-0.50"
4278,5052,7,"-0.50"
4278,5078,79,"-0.50"
4278,5093,87,"-0.50"
4278,5096,42,"-0.50"
4278,5117,39,"-0.50"
4278,5127,40,"-0.50"
4278,5144,72,"-0.50"
4278,5147,31,"-0.50"
4278,5165,11,"-0.50"
4278,5169,37,"-0.50"
4278,5173,12,"-0.50"
4278,5180,35,"-0.50"
4278,5186,34,"-0.50"
4278,5191,9,"-0.50"
4278,5199,10,"-0.50"
4278,5203,6,"-0.50"
4278,5208,1,"-0.50"
4278,5209,1,"-0.50"
4279,4237,41,"-0.50"
4279,4584,10,"-0.50"
4279,4623,48,"-0.50"
4279,4704,8,"-0.50"
4279,4817,81,"-0.50"
4279,4835,61,"-0.50"
4279,4917,28,"-0.50"
4279,5008,126,"-0.50"
4279,5013,16,"-0.50"
4279,5047,38,"-0.50"
4279,5052,7,"-0.50"
4279,5078,68,"-0.50"
4279,5093,97,"-0.50"
4279,5096,31,"-0.50"
4279,5117,44,"-0.50"
4279,5127,39,"-0.50"
4279,5144,60,"-0.50"
4279,5147,37,"-0.50"
4279,5165,13,"-0.50"
4279,5169,43,"-0.50"
4279,5173,16,"-0.50"
4279,5180,34,"-0.50"
4279,5186,32,"-0.50"
4279,5191,8,"-0.50"
4279,5199,6,"-0.50"
4279,5203,6,"-0.50"
4279,5209,2,"-0.50"
4280,4237,43,"-0.50"
4280,4584,7,"-0.50"
4280,4623,58,"-0.50"
4280,4704,6,"-0.50"
4280,4817,78,"-0.50"
4280,4835,66,"-0.50"
4280,4917,23,"-0.50"
4280,5008,110,"-0.50"
4280,5013,10,"-0.50"
4280,5047,36,"-0.50"
4280,5052,15,"-0.50"
4280,5078,70,"-0.50"
4280,5093,98,"-0.50"
4280,5096,30,"-0.50"
4280,5117,33,"-0.50"
4280,5127,42,"-0.50"
4280,5144,72,"-0.50"
4280,5147,29,"-0.50"
4280,5165,21,"-0.50"
4280,5169,42,"-0.50"
4280,5173,20,"-0.50"
4280,5180,37,"-0.50"
4280,5186,28,"-0.50"
4280,5191,5,"-0.50"
4280,5199,8,"-0.50"
4280,5203,12,"-0.50"
4280,5210,1,"-0.50"
4281,4237,33,"-0.50"
4281,4584,6,"-0.50"
4281,4623,49,"-0.50"
4281,4704,5,"-0.50"
4281,4817,79,"-0.50"
4281,4835,62,"-0.50"
4281,4917,24,"-0.50"
4281,5008,114,"-0.50"
4281,5013,10,"-0.50"
4281,5047,39,"-0.50"
4281,5052,12,"-0.50"
4281,5078,74,"-0.50"
4281,5093,84,"-0.50"
4281,5096,28,"-0.50"
4281,5117,31,"-0.50"
4281,5127,47,"-0.50"
4281,5144,82,"-0.50"
4281,5147,35,"-0.50"
4281,5165,12,"-0.50"
4281,5169,53,"-0.50"
4281,5173,25,"-0.50"
4281,5180,38,"-0.50"
4281,5186,30,"-0.50"
4281,5191,6,"-0.50"
4281,5199,9,"-0.50"
4281,5203,12,"-0.50"
4281,5210,1,"-0.50"
4282,4237,38,"-0.50"
4282,4584,5,"-0.50"
4282,4623,44,"-0.50"
