"generation","variant","count","S"
4396,4981,20,"-0.25"
4396,5072,102,"-0.25"
4396,5234,75,"-0.25"
4396,5255,40,"-0.25"
4396,5277,37,"-0.25"
4396,5292,16,"-0.25"
4396,5294,12,"-0.25"
4396,5305,3,"-0.25"
4396,5307,20,"-0.25"
4396,5317,11,"-0.25"
4396,5318,5,"-0.25"
4396,5319,1,"-0.25"
4396,5320,10,"-0.25"
4396,5322,1,"-0.25"
4396,5324,1,"-0.25"
4396,5326,1,"-0.25"
4396,5327,1,"-0.25"
4397,3824,1,"-0.25"
4397,4345,75,"-0.25"
4397,4377,26,"-0.25"
4397,4416,26,"-0.25"
4397,4612,154,"-0.25"
4397,4645,66,"-0.25"
4397,4668,136,"-0.25"
4397,4886,10,"-0.25"
4397,4905,99,"-0.25"
4397,4914,7,"-0.25"
4397,4971,32,"-0.25"
4397,4981,22,"-0.25"
4397,5072,120,"-0.25"
4397,5234,72,"-0.25"
4397,5255,44,"-0.25"
4397,5277,27,"-0.25"
4397,5292,14,"-0.25"
4397,5294,9,"-0.25"
4397,5305,8,"-0.25"
4397,5307,15,"-0.25"
4397,5317,11,"-0.25"
4397,5318,11,"-0.25"
4397,5319,1,"-0.25"
4397,5320,8,"-0.25"
4397,5322,1,"-0.25"
4397,5324,2,"-0.25"
4397,5326,2,"-0.25"
4397,5327,1,"-0.25"
4398,3824,1,"-0.25"
4398,4345,66,"-0.25"
4398,4377,22,"-0.25"
4398,4416,26,"-0.25"
4398,4612,160,"-0.25"
4398,4645,64,"-0.25"
4398,4668,145,"-0.25"
4398,4886,17,"-0.25"
4398,4905,99,"-0.25"
4398,4914,4,"-0.25"
4398,4971,29,"-0.25"
4398,4981,17,"-0.25"
4398,5072,105,"-0.25"
4398,5234,67,"-0.25"
4398,5255,48,"-0.25"
4398,5277,41,"-0.25"
4398,5292,14,"-0.25"
4398,5294,8,"-0.25"
4398,5305,10,"-0.25"
4398,5307,14,"-0.25"
4398,5317,10,"-0.25"
4398,5318,10,"-0.25"
4398,5319,2,"-0.25"
4398,5320,10,"-0.25"
4398,5322,2,"-0.25"
4398,5324,3,"-0.25"
4398,5326,3,"-0.25"
4398,5327,3,"-0.25"
4399,3824,2,"-0.25"
4399,4345,56,"-0.25"
4399,4377,21,"-0.25"
4399,4416,24,"-0.25"
4399,4612,181,"-0.25"
4399,4645,67,"-0.25"
4399,4668,147,"-0.25"
4399,4886,22,"-0.25"
4399,4905,92,"-0.25"
4399,4914,2,"-0.25"
4399,4971,24,"-0.25"
4399,4981,10,"-0.25"
4399,5072,97,"-0.25"
4399,5234,79,"-0.25"
4399,5255,47,"-0.25"
4399,5277,39,"-0.25"
4399,5292,19,"-0.25"
4399,5294,5,"-0.25"
4399,5305,10,"-0.25"
4399,5307,19,"-0.25"
4399,5317,8,"-0.25"
4399,5318,12,"-0.25"
4399,5320,5,"-0.25"
4399,5322,4,"-0.25"
4399,5324,2,"-0.25"
4399,5326,1,"-0.25"
4399,5327,3,"-0.25"
4399,5328,1,"-0.25"
4399,5329,1,"-0.25"
4400,3824,2,"-0.25"
4400,4345,54,"-0.25"
4400,4377,21,"-0.25"
4400,4416,30,"-0.25"
4400,4612,187,"-0.25"
4400,4645,72,"-0.25"
4400,4668,147,"-0.25"
4400,4886,21,"-0.25"
4400,4905,94,"-0.25"
4400,4914,1,"-0.25"
4400,4971,21,"-0.25"
4400,4981,12,"-0.25"
4400,5072,96,"-0.25"
4400,5234,79,"-0.25"
4400,5255,40,"-0.25"
4400,5277,45,"-0.25"
4400,5292,21,"-0.25"
4400,5294,2,"-0.25"
4400,5305,9,"-0.25"
4400,5307,23,"-0.25"
4400,5317,5,"-0.25"
4400,5318,7,"-0.25"
4400,5320,6,"-0.25"
4400,5322,1,"-0.25"
4400,5326,2,"-0.25"
4400,5327,1,"-0.25"
4400,5329,1,"-0.25"
4401,3824,2,"-0.25"
4401,4345,58,"-0.25"
4401,4377,22,"-0.25"
4401,4416,23,"-0.25"
4401,4612,169,"-0.25"
4401,4645,85,"-0.25"
4401,4668,146,"-0.25"
4401,4886,20,"-0.25"
4401,4905,99,"-0.25"
4401,4914,1,"-0.25"
4401,4971,23,"-0.25"
4401,4981,13,"-0.25"
4401,5072,94,"-0.25"
4401,5234,81,"-0.25"
4401,5255,30,"-0.25"
4401,5277,50,"-0.25"
4401,5292,23,"-0.25"
4401,5294,2,"-0.25"
4401,5305,7,"-0.25"
4401,5307,27,"-0.25"
4401,5317,9,"-0.25"
4401,5318,6,"-0.25"
4401,5320,6,"-0.25"
4401,5326,3,"-0.25"
4401,5330,1,"-0.25"
4402,3824,6,"-0.25"
4402,4345,46,"-0.25"
4402,4377,25,"-0.25"
4402,4416,22,"-0.25"
4402,4612,170,"-0.25"
4402,4645,73,"-0.25"
4402,4668,160,"-0.25"
4402,4886,20,"-0.25"
4402,4905,101,"-0.25"
4402,4971,29,"-0.25"
4402,4981,17,"-0.25"
4402,5072,93,"-0.25"
4402,5234,85,"-0.25"
4402,5255,19,"-0.25"
4402,5277,42,"-0.25"
4402,5292,25,"-0.25"
4402,5294,1,"-0.25"
4402,5305,5,"-0.25"
4402,5307,24,"-0.25"
4402,5317,18,"-0.25"
4402,5318,8,"-0.25"
4402,5320,5,"-0.25"
4402,5326,3,"-0.25"
4402,5330,2,"-0.25"
4402,5331,1,"-0.25"
4403,3824,7,"-0.25"
4403,4345,45,"-0.25"
4403,4377,25,"-0.25"
4403,4416,25,"-0.25"
4403,4612,178,"-0.25"
4403,4645,70,"-0.25"
4403,4668,166,"-0.25"
4403,4886,14,"-0.25"
4403,4905,87,"-0.25"
4403,4971,29,"-0.25"
4403,4981,16,"-0.25"
4403,5072,96,"-0.25"
4403,5234,77,"-0.25"
4403,5255,24,"-0.25"
4403,5277,38,"-0.25"
4403,5292,27,"-0.25"
4403,5305,2,"-0.25"
4403,5307,33,"-0.25"
4403,5317,19,"-0.25"
4403,5318,6,"-0.25"
4403,5320,6,"-0.25"
4403,5326,6,"-0.25"
4403,5330,2,"-0.25"
4403,5331,1,"-0.25"
4403,5332,1,"-0.25"
4404,3824,5,"-0.25"
4404,4345,50,"-0.25"
4404,4377,30,"-0.25"
4404,4416,23,"-0.25"
4404,4612,172,"-0.25"
4404,4645,67,"-0.25"
4404,4668,166,"-0.25"
4404,4886,16,"-0.25"
4404,4905,75,"-0.25"
4404,4971,31,"-0.25"
4404,4981,20,"-0.25"
4404,5072,75,"-0.25"
4404,5234,85,"-0.25"
4404,5255,20,"-0.25"
4404,5277,40,"-0.25"
4404,5292,39,"-0.25"
4404,5305,3,"-0.25"
4404,5307,34,"-0.25"
4404,5317,25,"-0.25"
4404,5318,6,"-0.25"
4404,5320,9,"-0.25"
4404,5326,6,"-0.25"
4404,5330,1,"-0.25"
4404,5332,1,"-0.25"
4404,5333,1,"-0.25"
4405,3824,2,"-0.25"
4405,4345,53,"-0.25"
4405,4377,27,"-0.25"
4405,4416,27,"-0.25"
4405,4612,168,"-0.25"
4405,4645,74,"-0.25"
4405,4668,159,"-0.25"
4405,4886,18,"-0.25"
4405,4905,62,"-0.25"
4405,4971,25,"-0.25"
4405,4981,17,"-0.25"
4405,5072,75,"-0.25"
4405,5234,95,"-0.25"
4405,5255,18,"-0.25"
4405,5277,49,"-0.25"
4405,5292,47,"-0.25"
4405,5305,4,"-0.25"
4405,5307,32,"-0.25"
4405,5317,29,"-0.25"
4405,5318,4,"-0.25"
4405,5320,9,"-0.25"
4405,5326,3,"-0.25"
4405,5333,1,"-0.25"
4405,5334,1,"-0.25"
4405,5335,1,"-0.25"
4406,3824,4,"-0.25"
4406,4345,58,"-0.25"
4406,4377,23,"-0.25"
4406,4416,31,"-0.25"
4406,4612,155,"-0.25"
4406,4645,79,"-0.25"
4406,4668,162,"-0.25"
4406,4886,11,"-0.25"
4406,4905,71,"-0.25"
4406,4971,26,"-0.25"
4406,4981,15,"-0.25"
4406,5072,77,"-0.25"
4406,5234,91,"-0.25"
4406,5255,18,"-0.25"
4406,5277,54,"-0.25"
4406,5292,43,"-0.25"
4406,5305,4,"-0.25"
4406,5307,29,"-0.25"
4406,5317,38,"-0.25"
4406,5318,2,"-0.25"
4406,5320,3,"-0.25"
4406,5326,3,"-0.25"
4406,5334,2,"-0.25"
4406,5336,1,"-0.25"
4407,3824,5,"-0.25"
4407,4345,58,"-0.25"
4407,4377,27,"-0.25"
4407,4416,27,"-0.25"
4407,4612,133,"-0.25"
4407,4645,82,"-0.25"
4407,4668,147,"-0.25"
4407,4886,7,"-0.25"
4407,4905,81,"-0.25"
4407,4971,31,"-0.25"
4407,4981,26,"-0.25"
4407,5072,75,"-0.25"
4407,5234,103,"-0.25"
4407,5255,16,"-0.25"
4407,5277,52,"-0.25"
4407,5292,47,"-0.25"
4407,5305,6,"-0.25"
4407,5307,28,"-0.25"
4407,5317,38,"-0.25"
4407,5318,3,"-0.25"
4407,5320,2,"-0.25"
4407,5326,1,"-0.25"
4407,5334,2,"-0.25"
4407,5336,1,"-0.25"
4407,5337,1,"-0.25"
4407,5338,1,"-0.25"
4408,3824,7,"-0.25"
4408,4345,65,"-0.25"
4408,4377,32,"-0.25"
4408,4416,23,"-0.25"
4408,4612,129,"-0.25"
4408,4645,102,"-0.25"
4408,4668,136,"-0.25"
4408,4886,5,"-0.25"
4408,4905,78,"-0.25"
4408,4971,31,"-0.25"
4408,4981,24,"-0.25"
4408,5072,68,"-0.25"
4408,5234,105,"-0.25"
4408,5255,15,"-0.25"
4408,5277,42,"-0.25"
4408,5292,52,"-0.25"
4408,5305,6,"-0.25"
4408,5307,35,"-0.25"
4408,5317,35,"-0.25"
4408,5318,2,"-0.25"
4408,5320,2,"-0.25"
4408,5326,1,"-0.25"
4408,5334,2,"-0.25"
4408,5338,1,"-0.25"
4408,5339,1,"-0.25"
4408,5340,1,"-0.25"
4409,3824,9,"-0.25"
4409,4345,65,"-0.25"
4409,4377,29,"-0.25"
4409,4416,27,"-0.25"
4409,4612,130,"-0.25"
4409,4645,117,"-0.25"
4409,4668,124,"-0.25"
4409,4886,6,"-0.25"
4409,4905,84,"-0.25"
4409,4971,31,"-0.25"
4409,4981,19,"-0.25"
4409,5072,60,"-0.25"
4409,5234,99,"-0.25"
4409,5255,7,"-0.25"
4409,5277,53,"-0.25"
4409,5292,48,"-0.25"
4409,5305,7,"-0.25"
4409,5307,32,"-0.25"
4409,5317,45,"-0.25"
4409,5318,3,"-0.25"
4409,5320,1,"-0.25"
4409,5334,1,"-0.25"
4409,5339,1,"-0.25"
4409,5340,1,"-0.25"
4409,5341,1,"-0.25"
4410,3824,11,"-0.25"
4410,4345,63,"-0.25"
4410,4377,32,"-0.25"
4410,4416,24,"-0.25"
4410,4612,130,"-0.25"
4410,4645,123,"-0.25"
4410,4668,112,"-0.25"
4410,4886,5,"-0.25"
4410,4905,78,"-0.25"
4410,4971,33,"-0.25"
4410,4981,21,"-0.25"
4410,5072,65,"-0.25"
4410,5234,107,"-0.25"
4410,5255,11,"-0.25"
4410,5277,56,"-0.25"
4410,5292,51,"-0.25"
4410,5305,9,"-0.25"
4410,5307,27,"-0.25"
4410,5317,35,"-0.25"
4410,5318,3,"-0.25"
4410,5341,2,"-0.25"
4410,5342,1,"-0.25"
4410,5343,1,"-0.25"
4411,3824,8,"-0.25"
4411,4345,58,"-0.25"
4411,4377,40,"-0.25"
4411,4416,22,"-0.25"
4411,4612,116,"-0.25"
4411,4645,124,"-0.25"
4411,4668,117,"-0.25"
4411,4886,5,"-0.25"
4411,4905,72,"-0.25"
4411,4971,31,"-0.25"
4411,4981,26,"-0.25"
4411,5072,68,"-0.25"
4411,5234,114,"-0.25"
4411,5255,16,"-0.25"
4411,5277,58,"-0.25"
4411,5292,51,"-0.25"
4411,5305,4,"-0.25"
4411,5307,26,"-0.25"
4411,5317,39,"-0.25"
4411,5318,3,"-0.25"
4411,5341,1,"-0.25"
4411,5342,1,"-0.25"
4412,3824,9,"-0.25"
4412,4345,68,"-0.25"
4412,4377,44,"-0.25"
4412,4416,26,"-0.25"
4412,4612,121,"-0.25"
4412,4645,131,"-0.25"
4412,4668,96,"-0.25"
4412,4886,3,"-0.25"
4412,4905,59,"-0.25"
4412,4971,23,"-0.25"
4412,4981,24,"-0.25"
4412,5072,60,"-0.25"
4412,5234,120,"-0.25"
4412,5255,13,"-0.25"
4412,5277,62,"-0.25"
4412,5292,56,"-0.25"
4412,5305,2,"-0.25"
4412,5307,28,"-0.25"
4412,5317,52,"-0.25"
4412,5318,1,"-0.25"
4412,5342,1,"-0.25"
4412,5344,1,"-0.25"
4413,3824,7,"-0.25"
4413,4345,80,"-0.25"
4413,4377,54,"-0.25"
4413,4416,29,"-0.25"
4413,4612,121,"-0.25"
4413,4645,131,"-0.25"
4413,4668,94,"-0.25"
4413,4886,2,"-0.25"
4413,4905,55,"-0.25"
4413,4971,25,"-0.25"
4413,4981,13,"-0.25"
4413,5072,61,"-0.25"
4413,5234,103,"-0.25"
4413,5255,9,"-0.25"
4413,5277,63,"-0.25"
4413,5292,61,"-0.25"
4413,5307,35,"-0.25"
4413,5317,55,"-0.25"
4413,5342,1,"-0.25"
4413,5344,1,"-0.25"
4414,3824,10,"-0.25"
4414,4345,85,"-0.25"
4414,4377,58,"-0.25"
4414,4416,39,"-0.25"
4414,4612,117,"-0.25"
4414,4645,131,"-0.25"
4414,4668,100,"-0.25"
4414,4886,2,"-0.25"
4414,4905,63,"-0.25"
4414,4971,22,"-0.25"
4414,4981,7,"-0.25"
4414,5072,59,"-0.25"
4414,5234,115,"-0.25"
4414,5255,5,"-0.25"
4414,5277,56,"-0.25"
4414,5292,57,"-0.25"
4414,5307,30,"-0.25"
4414,5317,43,"-0.25"
4414,5342,1,"-0.25"
4415,3824,12,"-0.25"
4415,4345,84,"-0.25"
4415,4377,64,"-0.25"
4415,4416,34,"-0.25"
4415,4612,126,"-0.25"
4415,4645,121,"-0.25"
4415,4668,100,"-0.25"
4415,4886,2,"-0.25"
4415,4905,65,"-0.25"
4415,4971,26,"-0.25"
4415,4981,4,"-0.25"
4415,5072,51,"-0.25"
4415,5234,112,"-0.25"
4415,5255,4,"-0.25"
4415,5277,54,"-0.25"
4415,5292,62,"-0.25"
4415,5307,24,"-0.25"
4415,5317,54,"-0.25"
4415,5345,1,"-0.25"
4416,3824,7,"-0.25"
4416,4345,84,"-0.25"
4416,4377,56,"-0.25"
4416,4416,30,"-0.25"
4416,4612,113,"-0.25"
4416,4645,127,"-0.25"
4416,4668,98,"-0.25"
4416,4886,1,"-0.25"
4416,4905,72,"-0.25"
4416,4971,21,"-0.25"
4416,4981,2,"-0.25"
4416,5072,63,"-0.25"
4416,5234,118,"-0.25"
4416,5255,4,"-0.25"
4416,5277,58,"-0.25"
4416,5292,57,"-0.25"
4416,5307,26,"-0.25"
4416,5317,63,"-0.25"
4417,3824,2,"-0.25"
4417,4345,76,"-0.25"
4417,4377,49,"-0.25"
4417,4416,27,"-0.25"
4417,4612,111,"-0.25"
4417,4645,129,"-0.25"
4417,4668,106,"-0.25"
4417,4886,1,"-0.25"
4417,4905,69,"-0.25"
4417,4971,22,"-0.25"
4417,4981,1,"-0.25"
4417,5072,58,"-0.25"
4417,5234,113,"-0.25"
4417,5255,4,"-0.25"
4417,5277,58,"-0.25"
4417,5292,76,"-0.25"
4417,5307,31,"-0.25"
4417,5317,66,"-0.25"
4417,5346,1,"-0.25"
4418,3824,1,"-0.25"
4418,4345,76,"-0.25"
4418,4377,45,"-0.25"
4418,4416,36,"-0.25"
4418,4612,110,"-0.25"
4418,4645,117,"-0.25"
4418,4668,97,"-0.25"
4418,4886,1,"-0.25"
4418,4905,78,"-0.25"
4418,4971,25,"-0.25"
4418,4981,1,"-0.25"
4418,5072,76,"-0.25"
4418,5234,107,"-0.25"
4418,5255,5,"-0.25"
4418,5277,45,"-0.25"
4418,5292,89,"-0.25"
4418,5307,33,"-0.25"
4418,5317,58,"-0.25"
4419,3824,1,"-0.25"
4419,4345,74,"-0.25"
4419,4377,39,"-0.25"
4419,4416,38,"-0.25"
4419,4612,115,"-0.25"
4419,4645,114,"-0.25"
4419,4668,98,"-0.25"
4419,4905,80,"-0.25"
4419,4971,28,"-0.25"
4419,5072,76,"-0.25"
4419,5234,119,"-0.25"
4419,5255,5,"-0.25"
4419,5277,27,"-0.25"
4419,5292,97,"-0.25"
4419,5307,38,"-0.25"
4419,5317,50,"-0.25"
4419,5347,1,"-0.25"
4420,4345,68,"-0.25"
4420,4377,27,"-0.25"
4420,4416,36,"-0.25"
4420,4612,118,"-0.25"
4420,4645,125,"-0.25"
4420,4668,93,"-0.25"
4420,4905,73,"-0.25"
4420,4971,26,"-0.25"
4420,5072,80,"-0.25"
4420,5234,118,"-0.25"
4420,5255,5,"-0.25"
4420,5277,29,"-0.25"
4420,5292,120,"-0.25"
4420,5307,38,"-0.25"
4420,5317,43,"-0.25"
4420,5347,1,"-0.25"
4421,4345,76,"-0.25"
4421,4377,31,"-0.25"
4421,4416,39,"-0.25"
4421,4612,121,"-0.25"
4421,4645,119,"-0.25"
4421,4668,98,"-0.25"
4421,4905,85,"-0.25"
4421,4971,30,"-0.25"
4421,5072,73,"-0.25"
4421,5234,111,"-0.25"
4421,5255,6,"-0.25"
4421,5277,35,"-0.25"
4421,5292,101,"-0.25"
4421,5307,30,"-0.25"
4421,5317,42,"-0.25"
4421,5347,2,"-0.25"
4421,5348,1,"-0.25"
4422,4345,70,"-0.25"
4422,4377,27,"-0.25"
4422,4416,40,"-0.25"
4422,4612,111,"-0.25"
4422,4645,104,"-0.25"
4422,4668,125,"-0.25"
4422,4905,90,"-0.25"
4422,4971,28,"-0.25"
4422,5072,81,"-0.25"
4422,5234,113,"-0.25"
4422,5255,8,"-0.25"
4422,5277,27,"-0.25"
4422,5292,91,"-0.25"
4422,5307,28,"-0.25"
4422,5317,49,"-0.25"
4422,5347,6,"-0.25"
4422,5348,1,"-0.25"
4422,5349,1,"-0.25"
4423,4345,81,"-0.25"
4423,4377,29,"-0.25"
4423,4416,52,"-0.25"
4423,4612,106,"-0.25"
4423,4645,85,"-0.25"
4423,4668,115,"-0.25"
4423,4905,91,"-0.25"
4423,4971,34,"-0.25"
4423,5072,88,"-0.25"
4423,5234,115,"-0.25"
4423,5255,7,"-0.25"
4423,5277,26,"-0.25"
4423,5292,84,"-0.25"
4423,5307,25,"-0.25"
4423,5317,52,"-0.25"
4423,5347,8,"-0.25"
4423,5348,1,"-0.25"
4423,5349,1,"-0.25"
4424,4345,72,"-0.25"
4424,4377,28,"-0.25"
4424,4416,46,"-0.25"
4424,4612,99,"-0.25"
4424,4645,99,"-0.25"
4424,4668,106,"-0.25"
4424,4905,95,"-0.25"
4424,4971,40,"-0.25"
4424,5072,94,"-0.25"
4424,5234,106,"-0.25"
4424,5255,6,"-0.25"
4424,5277,30,"-0.25"
4424,5292,81,"-0.25"
4424,5307,39,"-0.25"
4424,5317,51,"-0.25"
4424,5347,7,"-0.25"
4424,5348,1,"-0.25"
4425,4345,76,"-0.25"
4425,4377,24,"-0.25"
4425,4416,48,"-0.25"
4425,4612,94,"-0.25"
4425,4645,97,"-0.25"
4425,4668,103,"-0.25"
4425,4905,101,"-0.25"
4425,4971,51,"-0.25"
4425,5072,108,"-0.25"
4425,5234,93,"-0.25"
4425,5255,9,"-0.25"
4425,5277,25,"-0.25"
4425,5292,74,"-0.25"
4425,5307,31,"-0.25"
4425,5317,58,"-0.25"
4425,5347,6,"-0.25"
4425,5348,1,"-0.25"
4425,5350,1,"-0.25"
4426,4345,70,"-0.25"
4426,4377,13,"-0.25"
4426,4416,46,"-0.25"
4426,4612,113,"-0.25"
4426,4645,87,"-0.25"
4426,4668,88,"-0.25"
4426,4905,97,"-0.25"
4426,4971,56,"-0.25"
4426,5072,129,"-0.25"
4426,5234,102,"-0.25"
4426,5255,6,"-0.25"
4426,5277,23,"-0.25"
4426,5292,64,"-0.25"
4426,5307,38,"-0.25"
4426,5317,64,"-0.25"
4426,5347,3,"-0.25"
4426,5351,1,"-0.25"
4427,4345,80,"-0.25"
4427,4377,17,"-0.25"
4427,4416,55,"-0.25"
4427,4612,122,"-0.25"
4427,4645,79,"-0.25"
4427,4668,82,"-0.25"
4427,4905,92,"-0.25"
4427,4971,78,"-0.25"
4427,5072,127,"-0.25"
4427,5234,93,"-0.25"
4427,5255,5,"-0.25"
4427,5277,23,"-0.25"
4427,5292,49,"-0.25"
4427,5307,38,"-0.25"
4427,5317,57,"-0.25"
4427,5347,2,"-0.25"
4427,5352,1,"-0.25"
4428,4345,85,"-0.25"
4428,4377,20,"-0.25"
4428,4416,52,"-0.25"
4428,4612,116,"-0.25"
4428,4645,69,"-0.25"
4428,4668,72,"-0.25"
4428,4905,109,"-0.25"
4428,4971,76,"-0.25"
4428,5072,137,"-0.25"
4428,5234,102,"-0.25"
4428,5255,4,"-0.25"
4428,5277,26,"-0.25"
4428,5292,44,"-0.25"
4428,5307,34,"-0.25"
4428,5317,52,"-0.25"
4428,5347,2,"-0.25"
4429,4345,79,"-0.25"
4429,4377,12,"-0.25"
4429,4416,32,"-0.25"
4429,4612,121,"-0.25"
4429,4645,72,"-0.25"
4429,4668,76,"-0.25"
4429,4905,127,"-0.25"
4429,4971,76,"-0.25"
4429,5072,148,"-0.25"
4429,5234,100,"-0.25"
4429,5255,4,"-0.25"
4429,5277,29,"-0.25"
4429,5292,33,"-0.25"
4429,5307,29,"-0.25"
4429,5317,61,"-0.25"
4429,5353,1,"-0.25"
4430,4345,83,"-0.25"
4430,4377,14,"-0.25"
4430,4416,33,"-0.25"
4430,4612,123,"-0.25"
4430,4645,63,"-0.25"
4430,4668,53,"-0.25"
4430,4905,124,"-0.25"
4430,4971,79,"-0.25"
4430,5072,153,"-0.25"
4430,5234,100,"-0.25"
4430,5255,9,"-0.25"
4430,5277,32,"-0.25"
4430,5292,24,"-0.25"
4430,5307,31,"-0.25"
4430,5317,78,"-0.25"
4430,5353,1,"-0.25"
4431,4345,76,"-0.25"
4431,4377,13,"-0.25"
4431,4416,42,"-0.25"
4431,4612,115,"-0.25"
4431,4645,63,"-0.25"
4431,4668,67,"-0.25"
4431,4905,112,"-0.25"
4431,4971,80,"-0.25"
4431,5072,140,"-0.25"
4431,5234,120,"-0.25"
4431,5255,7,"-0.25"
4431,5277,36,"-0.25"
4431,5292,27,"-0.25"
4431,5307,29,"-0.25"
4431,5317,70,"-0.25"
4431,5353,1,"-0.25"
4431,5354,1,"-0.25"
4431,5355,1,"-0.25"
4432,4345,63,"-0.25"
4432,4377,9,"-0.25"
4432,4416,54,"-0.25"
4432,4612,105,"-0.25"
4432,4645,75,"-0.25"
4432,4668,60,"-0.25"
4432,4905,106,"-0.25"
4432,4971,83,"-0.25"
4432,5072,135,"-0.25"
4432,5234,133,"-0.25"
4432,5255,12,"-0.25"
4432,5277,35,"-0.25"
4432,5292,31,"-0.25"
4432,5307,16,"-0.25"
4432,5317,77,"-0.25"
4432,5353,1,"-0.25"
4432,5354,2,"-0.25"
4432,5356,1,"-0.25"
4432,5357,1,"-0.25"
4432,5358,1,"-0.25"
4433,4345,64,"-0.25"
4433,4377,13,"-0.25"
4433,4416,57,"-0.25"
4433,4612,99,"-0.25"
4433,4645,72,"-0.25"
4433,4668,60,"-0.25"
4433,4905,94,"-0.25"
4433,4971,82,"-0.25"
4433,5072,138,"-0.25"
4433,5234,144,"-0.25"
4433,5255,16,"-0.25"
4433,5277,41,"-0.25"
4433,5292,29,"-0.25"
4433,5307,16,"-0.25"
4433,5317,70,"-0.25"
4433,5353,1,"-0.25"
4433,5356,2,"-0.25"
4433,5358,1,"-0.25"
4433,5359,1,"-0.25"
4434,4345,71,"-0.25"
4434,4377,15,"-0.25"
4434,4416,76,"-0.25"
4434,4612,91,"-0.25"
4434,4645,59,"-0.25"
4434,4668,61,"-0.25"
4434,4905,79,"-0.25"
4434,4971,73,"-0.25"
4434,5072,144,"-0.25"
4434,5234,156,"-0.25"
4434,5255,16,"-0.25"
4434,5277,42,"-0.25"
4434,5292,29,"-0.25"
4434,5307,6,"-0.25"
4434,5317,75,"-0.25"
4434,5353,2,"-0.25"
4434,5356,3,"-0.25"
4434,5359,1,"-0.25"
4434,5360,1,"-0.25"
4435,4345,68,"-0.25"
4435,4377,23,"-0.25"
4435,4416,83,"-0.25"
4435,4612,93,"-0.25"
4435,4645,49,"-0.25"
4435,4668,54,"-0.25"
4435,4905,66,"-0.25"
4435,4971,76,"-0.25"
4435,5072,150,"-0.25"
4435,5234,174,"-0.25"
4435,5255,17,"-0.25"
4435,5277,35,"-0.25"
4435,5292,33,"-0.25"
4435,5307,7,"-0.25"
4435,5317,65,"-0.25"
4435,5356,1,"-0.25"
4435,5359,4,"-0.25"
4435,5360,1,"-0.25"
4435,5361,1,"-0.25"
4436,4345,67,"-0.25"
4436,4377,29,"-0.25"
4436,4416,96,"-0.25"
4436,4612,88,"-0.25"
4436,4645,48,"-0.25"
4436,4668,44,"-0.25"
4436,4905,70,"-0.25"
4436,4971,68,"-0.25"
4436,5072,172,"-0.25"
4436,5234,160,"-0.25"
4436,5255,18,"-0.25"
4436,5277,33,"-0.25"
4436,5292,35,"-0.25"
4436,5307,5,"-0.25"
4436,5317,57,"-0.25"
4436,5356,1,"-0.25"
4436,5359,5,"-0.25"
4436,5360,3,"-0.25"
4436,5362,1,"-0.25"
4437,4345,68,"-0.25"
4437,4377,27,"-0.25"
4437,4416,106,"-0.25"
4437,4612,87,"-0.25"
4437,4645,48,"-0.25"
4437,4668,46,"-0.25"
4437,4905,64,"-0.25"
4437,4971,68,"-0.25"
4437,5072,169,"-0.25"
4437,5234,156,"-0.25"
4437,5255,22,"-0.25"
4437,5277,30,"-0.25"
4437,5292,36,"-0.25"
4437,5307,12,"-0.25"
4437,5317,52,"-0.25"
4437,5359,2,"-0.25"
4437,5360,5,"-0.25"
4437,5363,1,"-0.25"
4437,5364,1,"-0.25"
4438,4345,75,"-0.25"
4438,4377,30,"-0.25"
4438,4416,117,"-0.25"
4438,4612,78,"-0.25"
4438,4645,44,"-0.25"
4438,4668,43,"-0.25"
4438,4905,64,"-0.25"
4438,4971,86,"-0.25"
4438,5072,162,"-0.25"
4438,5234,143,"-0.25"
4438,5255,24,"-0.25"
4438,5277,37,"-0.25"
4438,5292,36,"-0.25"
4438,5307,12,"-0.25"
4438,5317,44,"-0.25"
4438,5359,1,"-0.25"
4438,5360,2,"-0.25"
4438,5365,1,"-0.25"
4438,5366,1,"-0.25"
4439,4345,65,"-0.25"
4439,4377,29,"-0.25"
4439,4416,117,"-0.25"
4439,4612,77,"-0.25"
4439,4645,46,"-0.25"
4439,4668,49,"-0.25"
4439,4905,69,"-0.25"
4439,4971,90,"-0.25"
4439,5072,157,"-0.25"
4439,5234,155,"-0.25"
4439,5255,16,"-0.25"
4439,5277,40,"-0.25"
4439,5292,38,"-0.25"
4439,5307,13,"-0.25"
4439,5317,33,"-0.25"
4439,5359,1,"-0.25"
4439,5360,2,"-0.25"
4439,5365,2,"-0.25"
4439,5367,1,"-0.25"
4440,4345,77,"-0.25"
4440,4377,27,"-0.25"
4440,4416,122,"-0.25"
4440,4612,83,"-0.25"
4440,4645,43,"-0.25"
4440,4668,40,"-0.25"
4440,4905,63,"-0.25"
4440,4971,94,"-0.25"
4440,5072,144,"-0.25"
4440,5234,151,"-0.25"
4440,5255,15,"-0.25"
4440,5277,38,"-0.25"
4440,5292,45,"-0.25"
4440,5307,17,"-0.25"
4440,5317,35,"-0.25"
4440,5359,2,"-0.25"
4440,5360,1,"-0.25"
4440,5365,1,"-0.25"
4440,5367,1,"-0.25"
4440,5368,1,"-0.25"
4441,4345,76,"-0.25"
4441,4377,27,"-0.25"
4441,4416,137,"-0.25"
