,0,1,2
552,6.0,235.0,1.0
553,6.0,236.0,4.0
554,6.0,243.0,7.0
555,6.0,245.0,1.0
556,6.0,251.0,1.0
557,6.0,255.0,1.0
558,7.0,1.0,6.0
559,7.0,15.0,4.0
560,7.0,20.0,16.0
561,7.0,29.0,4.0
562,7.0,35.0,5.0
563,7.0,47.0,9.0
564,7.0,51.0,3.0
565,7.0,52.0,2.0
566,7.0,54.0,1.0
567,7.0,55.0,10.0
568,7.0,58.0,5.0
569,7.0,60.0,2.0
570,7.0,70.0,4.0
571,7.0,72.0,7.0
572,7.0,76.0,2.0
573,7.0,78.0,3.0
574,7.0,80.0,6.0
575,7.0,91.0,10.0
576,7.0,93.0,1.0
577,7.0,94.0,2.0
578,7.0,96.0,1.0
579,7.0,101.0,6.0
580,7.0,104.0,3.0
581,7.0,113.0,10.0
582,7.0,115.0,10.0
583,7.0,119.0,4.0
584,7.0,126.0,7.0
585,7.0,128.0,1.0
586,7.0,133.0,6.0
587,7.0,138.0,2.0
588,7.0,141.0,3.0
589,7.0,144.0,2.0
590,7.0,149.0,3.0
591,7.0,154.0,1.0
592,7.0,162.0,2.0
593,7.0,163.0,1.0
594,7.0,167.0,4.0
595,7.0,169.0,17.0
596,7.0,178.0,2.0
597,7.0,194.0,16.0
598,7.0,195.0,4.0
599,7.0,200.0,11.0
600,7.0,201.0,2.0
601,7.0,223.0,4.0
602,7.0,229.0,3.0
603,7.0,234.0,5.0
604,7.0,235.0,3.0
605,7.0,236.0,4.0
606,7.0,243.0,6.0
607,7.0,251.0,2.0
608,7.0,255.0,2.0
609,7.0,256.0,1.0
610,8.0,1.0,10.0
611,8.0,15.0,7.0
612,8.0,20.0,12.0
613,8.0,29.0,3.0
614,8.0,35.0,7.0
615,8.0,47.0,10.0
616,8.0,51.0,2.0
617,8.0,52.0,2.0
618,8.0,55.0,9.0
619,8.0,58.0,5.0
620,8.0,60.0,1.0
621,8.0,70.0,3.0
622,8.0,72.0,6.0
623,8.0,78.0,3.0
624,8.0,80.0,4.0
625,8.0,91.0,9.0
626,8.0,93.0,1.0
627,8.0,94.0,1.0
628,8.0,96.0,2.0
629,8.0,101.0,7.0
630,8.0,104.0,5.0
631,8.0,113.0,8.0
632,8.0,115.0,4.0
633,8.0,119.0,6.0
634,8.0,126.0,8.0
635,8.0,128.0,1.0
636,8.0,133.0,3.0
637,8.0,138.0,4.0
638,8.0,141.0,2.0
639,8.0,144.0,1.0
640,8.0,149.0,2.0
641,8.0,154.0,1.0
642,8.0,162.0,3.0
643,8.0,163.0,2.0
644,8.0,167.0,2.0
645,8.0,169.0,23.0
646,8.0,178.0,4.0
647,8.0,194.0,13.0
648,8.0,195.0,4.0
649,8.0,200.0,18.0
650,8.0,223.0,3.0
651,8.0,229.0,2.0
652,8.0,234.0,4.0
653,8.0,235.0,5.0
654,8.0,236.0,6.0
655,8.0,243.0,6.0
656,8.0,255.0,3.0
657,8.0,257.0,1.0
658,8.0,258.0,1.0
659,8.0,259.0,1.0
660,9.0,1.0,9.0
661,9.0,15.0,11.0
662,9.0,20.0,17.0
663,9.0,29.0,3.0
664,9.0,35.0,5.0
665,9.0,47.0,9.0
666,9.0,51.0,1.0
667,9.0,52.0,1.0
668,9.0,55.0,7.0
669,9.0,58.0,5.0
670,9.0,70.0,3.0
671,9.0,72.0,7.0
672,9.0,78.0,1.0
673,9.0,80.0,4.0
674,9.0,91.0,5.0
675,9.0,96.0,4.0
676,9.0,101.0,11.0
677,9.0,104.0,4.0
678,9.0,113.0,11.0
679,9.0,115.0,3.0
680,9.0,119.0,4.0
681,9.0,126.0,7.0
682,9.0,133.0,3.0
683,9.0,138.0,6.0
684,9.0,144.0,1.0
685,9.0,149.0,3.0
686,9.0,154.0,1.0
687,9.0,162.0,2.0
688,9.0,163.0,2.0
689,9.0,169.0,31.0
690,9.0,178.0,2.0
691,9.0,194.0,10.0
692,9.0,195.0,4.0
693,9.0,200.0,15.0
694,9.0,223.0,4.0
695,9.0,229.0,2.0
696,9.0,234.0,4.0
697,9.0,235.0,5.0
698,9.0,236.0,5.0
699,9.0,243.0,9.0
700,9.0,255.0,2.0
701,9.0,257.0,1.0
702,9.0,258.0,2.0
703,9.0,259.0,2.0
704,9.0,260.0,1.0
705,9.0,261.0,1.0
706,10.0,1.0,9.0
707,10.0,15.0,12.0
708,10.0,20.0,15.0
709,10.0,29.0,3.0
710,10.0,35.0,4.0
711,10.0,47.0,10.0
712,10.0,52.0,1.0
713,10.0,55.0,11.0
714,10.0,58.0,5.0
715,10.0,70.0,5.0
716,10.0,72.0,12.0
717,10.0,78.0,2.0
718,10.0,80.0,4.0
719,10.0,91.0,5.0
720,10.0,96.0,5.0
721,10.0,101.0,10.0
722,10.0,104.0,6.0
723,10.0,113.0,9.0
724,10.0,115.0,8.0
725,10.0,119.0,6.0
726,10.0,126.0,8.0
727,10.0,133.0,4.0
728,10.0,138.0,10.0
729,10.0,144.0,1.0
730,10.0,149.0,4.0
731,10.0,154.0,2.0
732,10.0,163.0,2.0
733,10.0,169.0,23.0
734,10.0,178.0,5.0
735,10.0,194.0,5.0
736,10.0,195.0,2.0
737,10.0,200.0,15.0
738,10.0,223.0,6.0
739,10.0,229.0,2.0
740,10.0,234.0,4.0
741,10.0,235.0,3.0
742,10.0,236.0,2.0
743,10.0,243.0,6.0
744,10.0,257.0,1.0
745,10.0,258.0,2.0
746,10.0,260.0,1.0
747,11.0,1.0,11.0
748,11.0,15.0,13.0
749,11.0,20.0,23.0
750,11.0,29.0,4.0
751,11.0,35.0,2.0
752,11.0,47.0,12.0
753,11.0,52.0,2.0
754,11.0,55.0,7.0
755,11.0,58.0,5.0
756,11.0,70.0,4.0
757,11.0,72.0,10.0
758,11.0,78.0,2.0
759,11.0,80.0,1.0
760,11.0,91.0,2.0
761,11.0,96.0,6.0
762,11.0,101.0,13.0
763,11.0,104.0,3.0
764,11.0,113.0,10.0
765,11.0,115.0,8.0
766,11.0,119.0,2.0
767,11.0,126.0,9.0
768,11.0,133.0,2.0
769,11.0,138.0,14.0
770,11.0,144.0,1.0
771,11.0,149.0,3.0
772,11.0,154.0,2.0
773,11.0,163.0,1.0
774,11.0,169.0,31.0
775,11.0,178.0,4.0
776,11.0,194.0,5.0
777,11.0,200.0,16.0
778,11.0,223.0,5.0
779,11.0,229.0,2.0
780,11.0,234.0,3.0
781,11.0,235.0,3.0
782,11.0,236.0,1.0
783,11.0,243.0,5.0
784,11.0,258.0,3.0
785,12.0,1.0,12.0
786,12.0,15.0,10.0
787,12.0,20.0,15.0
788,12.0,29.0,5.0
789,12.0,35.0,2.0
790,12.0,47.0,8.0
791,12.0,52.0,2.0
792,12.0,55.0,11.0
793,12.0,58.0,8.0
794,12.0,70.0,1.0
795,12.0,72.0,8.0
796,12.0,78.0,3.0
797,12.0,80.0,1.0
798,12.0,91.0,4.0
799,12.0,96.0,6.0
800,12.0,101.0,13.0
801,12.0,104.0,2.0
802,12.0,113.0,11.0
803,12.0,115.0,5.0
804,12.0,119.0,3.0
805,12.0,126.0,8.0
806,12.0,133.0,2.0
807,12.0,138.0,20.0
808,12.0,144.0,3.0
809,12.0,149.0,10.0
810,12.0,163.0,1.0
811,12.0,169.0,27.0
812,12.0,178.0,1.0
813,12.0,194.0,4.0
814,12.0,200.0,16.0
815,12.0,223.0,6.0
816,12.0,229.0,1.0
817,12.0,234.0,3.0
818,12.0,235.0,7.0
819,12.0,236.0,1.0
820,12.0,243.0,5.0
821,12.0,258.0,4.0
822,12.0,262.0,1.0
823,13.0,1.0,10.0
824,13.0,15.0,10.0
825,13.0,20.0,22.0
826,13.0,29.0,3.0
827,13.0,35.0,1.0
828,13.0,47.0,6.0
829,13.0,52.0,2.0
830,13.0,55.0,9.0
831,13.0,58.0,9.0
832,13.0,72.0,5.0
833,13.0,91.0,4.0
834,13.0,96.0,9.0
835,13.0,101.0,13.0
836,13.0,104.0,4.0
837,13.0,113.0,15.0
838,13.0,115.0,6.0
839,13.0,119.0,1.0
840,13.0,126.0,9.0
841,13.0,133.0,6.0
842,13.0,138.0,20.0
843,13.0,144.0,3.0
844,13.0,149.0,9.0
845,13.0,163.0,2.0
846,13.0,169.0,22.0
847,13.0,194.0,5.0
848,13.0,200.0,21.0
849,13.0,223.0,4.0
850,13.0,235.0,2.0
851,13.0,243.0,4.0
852,13.0,258.0,9.0
853,13.0,262.0,4.0
854,13.0,263.0,1.0
855,14.0,1.0,12.0
856,14.0,15.0,13.0
857,14.0,20.0,19.0
858,14.0,29.0,3.0
859,14.0,47.0,9.0
860,14.0,52.0,3.0
861,14.0,55.0,6.0
862,14.0,58.0,14.0
863,14.0,72.0,5.0
864,14.0,91.0,4.0
865,14.0,96.0,8.0
866,14.0,101.0,13.0
867,14.0,104.0,1.0
868,14.0,113.0,15.0
869,14.0,115.0,6.0
870,14.0,119.0,2.0
871,14.0,126.0,9.0
872,14.0,133.0,5.0
873,14.0,138.0,22.0
874,14.0,144.0,1.0
875,14.0,149.0,11.0
876,14.0,163.0,1.0
877,14.0,169.0,25.0
878,14.0,194.0,6.0
879,14.0,200.0,19.0
880,14.0,223.0,4.0
881,14.0,235.0,2.0
882,14.0,258.0,10.0
883,14.0,262.0,2.0
884,15.0,1.0,9.0
885,15.0,15.0,12.0
886,15.0,20.0,21.0
887,15.0,29.0,2.0
888,15.0,47.0,9.0
889,15.0,52.0,1.0
890,15.0,55.0,8.0
891,15.0,58.0,11.0
892,15.0,72.0,4.0
893,15.0,91.0,6.0
894,15.0,96.0,10.0
895,15.0,101.0,9.0
896,15.0,104.0,2.0
897,15.0,113.0,27.0
898,15.0,115.0,10.0
899,15.0,119.0,1.0
900,15.0,126.0,9.0
901,15.0,133.0,3.0
902,15.0,138.0,15.0
903,15.0,149.0,10.0
904,15.0,169.0,24.0
905,15.0,194.0,5.0
906,15.0,200.0,15.0
907,15.0,223.0,7.0
908,15.0,235.0,4.0
909,15.0,258.0,13.0
910,15.0,262.0,2.0
911,15.0,264.0,1.0
912,16.0,1.0,5.0
913,16.0,15.0,9.0
914,16.0,20.0,20.0
915,16.0,29.0,1.0
916,16.0,47.0,8.0
917,16.0,52.0,2.0
918,16.0,55.0,4.0
919,16.0,58.0,10.0
920,16.0,72.0,9.0
921,16.0,91.0,7.0
922,16.0,96.0,10.0
923,16.0,101.0,5.0
924,16.0,104.0,3.0
925,16.0,113.0,29.0
926,16.0,115.0,10.0
927,16.0,119.0,2.0
928,16.0,126.0,11.0
929,16.0,133.0,4.0
930,16.0,138.0,11.0
931,16.0,149.0,12.0
932,16.0,169.0,16.0
933,16.0,194.0,5.0
934,16.0,200.0,20.0
935,16.0,223.0,5.0
936,16.0,235.0,5.0
937,16.0,258.0,22.0
938,16.0,262.0,3.0
939,16.0,264.0,1.0
940,16.0,265.0,1.0
941,17.0,1.0,2.0
942,17.0,15.0,14.0
943,17.0,20.0,9.0
944,17.0,47.0,10.0
945,17.0,52.0,3.0
946,17.0,58.0,8.0
947,17.0,72.0,8.0
948,17.0,91.0,7.0
949,17.0,96.0,15.0
950,17.0,101.0,8.0
951,17.0,104.0,2.0
952,17.0,113.0,29.0
953,17.0,115.0,9.0
954,17.0,119.0,4.0
955,17.0,126.0,19.0
956,17.0,133.0,6.0
957,17.0,138.0,12.0
958,17.0,149.0,15.0
959,17.0,169.0,18.0
960,17.0,194.0,6.0
961,17.0,200.0,16.0
962,17.0,223.0,7.0
963,17.0,235.0,1.0
964,17.0,258.0,19.0
965,17.0,264.0,1.0
966,17.0,265.0,2.0
967,18.0,15.0,12.0
968,18.0,20.0,6.0
969,18.0,47.0,6.0
970,18.0,52.0,4.0
971,18.0,58.0,11.0
972,18.0,72.0,11.0
973,18.0,91.0,8.0
974,18.0,96.0,17.0
975,18.0,101.0,3.0
976,18.0,104.0,2.0
977,18.0,113.0,29.0
978,18.0,115.0,11.0
979,18.0,119.0,5.0
980,18.0,126.0,15.0
981,18.0,133.0,5.0
982,18.0,138.0,14.0
983,18.0,149.0,12.0
984,18.0,169.0,20.0
985,18.0,194.0,8.0
986,18.0,200.0,18.0
987,18.0,223.0,9.0
988,18.0,235.0,1.0
989,18.0,258.0,20.0
990,18.0,264.0,1.0
991,18.0,265.0,1.0
992,18.0,266.0,1.0
993,19.0,15.0,14.0
994,19.0,20.0,6.0
995,19.0,47.0,6.0
996,19.0,52.0,3.0
