,added,killed
377,960,620
378,853,283
379,863,251
380,193,643
381,824,787
382,198,751
383,648,589
384,567,785
385,896,80
386,932,634
387,388,55
388,921,815
389,582,166
390,355,853
391,939,752
392,297,566
393,937,494
394,346,122
395,623,607
396,661,402
397,956,73
398,469,14
399,297,699
400,967,386
401,226,388
402,995,593
403,715,648
404,835,122
405,398,309
406,437,298
407,849,580
408,890,812
409,533,56
410,469,666
411,578,577
412,656,633
413,698,684
414,265,987
415,637,460
416,543,430
417,742,845
418,751,521
419,335,16
420,362,682
421,904,185
422,408,251
423,914,51
424,972,365
425,237,130
426,344,593
427,444,824
428,256,835
429,790,190
430,308,276
431,428,536
432,419,981
433,625,355
434,835,306
435,325,798
436,927,534
437,125,992
438,224,289
439,767,856
440,921,643
441,425,162
442,560,693
443,670,992
444,122,846
445,548,485
446,398,335
447,643,580
448,158,601
449,741,956
450,33,260
451,67,670
452,989,127
453,535,198
454,193,552
455,7,991
456,933,625
457,753,741
458,419,185
459,123,40
460,339,31
461,535,193
462,170,839
463,578,62
464,588,399
465,225,877
466,365,457
467,798,54
468,942,512
469,474,318
470,870,225
471,235,408
472,926,698
473,197,385
474,580,149
475,80,272
476,299,73
477,967,43
478,94,724
479,688,346
480,241,999
481,54,334
482,362,937
483,569,323
484,710,260
485,933,48
486,419,648
487,425,428
488,137,614
489,998,8
490,870,751
491,568,672
492,453,73
493,519,299
494,662,287
495,830,544
496,951,974
497,179,191
498,576,746
499,804,967
500,637,727
501,29,296
502,355,108
503,661,323
504,588,444
505,937,897
506,726,363
507,715,582
508,201,676
509,289,356
510,261,15
511,398,150
512,942,853
513,5,33
514,91,99
515,275,470
516,791,835
517,927,448
518,199,656
519,960,932
520,70,449
521,892,91
522,419,4
523,339,904
524,924,713
525,568,991
526,266,346
527,696,541
528,491,165
529,210,953
530,282,210
531,210,34
532,167,738
533,256,526
534,453,625
535,989,355
536,648,564
537,936,810
538,914,592
539,515,977
540,718,578
541,921,896
542,946,156
543,855,123
544,578,789
545,946,379
546,696,100
547,989,904
548,744,96
549,447,537
550,70,846
551,125,568
552,289,553
553,5,490
554,416,39
555,580,989
556,512,825
557,419,741
558,379,698
559,338,519
560,433,935
561,582,965
562,462,344
563,120,670
564,5,802
565,67,901
566,526,913
567,913,718
568,582,698
569,51,519
570,802,5
571,597,158
572,643,461
573,898,535
574,787,237
575,212,135
576,508,892
577,498,434
578,661,393
579,643,528
580,294,21
581,568,419
582,517,510
583,5,661
584,807,152
585,902,470
586,533,440
587,198,601
588,4,5
589,171,226
590,481,366
591,577,97
592,122,798
593,643,428
594,798,845
595,775,437
596,939,607
597,921,974
598,870,479
599,656,5
600,55,878
601,888,597
602,595,481
603,387,890
604,870,122
605,955,942
606,648,449
607,167,391
608,791,1000
609,156,375
610,519,930
611,537,702
612,940,528
613,999,198
614,29,527
615,33,481
616,84,171
617,588,519
618,139,115
619,951,767
620,510,370
621,80,510
622,170,568
623,164,379
624,365,387
625,299,578
626,696,951
627,759,70
628,810,365
629,536,265
630,31,179
631,568,289
632,955,533
633,517,437
634,568,560
635,719,440
636,484,519
637,896,339
638,578,888
639,294,905
640,563,763
641,33,951
642,568,854
643,957,33
644,564,568
645,433,55
646,75,80
647,804,672
648,216,863
649,150,390
650,362,436
651,306,838
652,519,4
653,588,791
654,61,570
655,896,294
656,362,648
657,35,747
658,80,441
659,197,22
660,696,676
661,802,847
662,46,498
663,125,544
664,387,212
665,296,297
666,886,35
667,106,933
668,694,602
669,278,888
670,405,141
671,405,498
672,166,744
673,661,368
674,726,562
675,710,150
676,517,496
677,294,390
678,198,70
679,499,656
680,84,33
681,250,578
682,688,956
683,270,830
684,710,946
685,898,531
686,597,106
687,405,125
688,295,419
689,366,577
690,225,296
691,123,335
692,705,890
693,29,741
694,870,807
695,678,670
696,896,434
697,637,235
698,690,893
699,991,960
700,425,138
701,715,297
702,278,661
703,207,91
704,978,338
705,139,7
706,960,690
707,302,469
708,567,193
709,682,690
710,469,116
711,176,659
712,957,481
713,115,986
714,668,225
715,234,790
716,237,237
717,198,853
718,159,481
719,51,265
720,447,122
721,726,771
722,742,340
723,1,111
724,237,970
725,886,629
726,29,251
727,377,858
728,294,924
729,274,365
730,767,218
731,84,955
732,537,535
733,61,658
734,855,578
735,237,549
736,428,726
737,588,643
738,270,393
739,588,282
740,226,176
741,294,662
742,560,870
743,419,355
744,405,405
745,259,377
746,115,926
747,362,992
748,139,259
749,259,694
750,643,82
751,944,306
752,198,95
753,278,306
754,168,715
755,355,7
756,237,648
757,469,564
758,75,568
759,299,460
760,208,896
761,569,536
762,569,75
763,460,567
764,428,517
765,510,693
766,637,763
767,972,137
768,259,256
769,902,526
770,198,294
771,936,839
772,597,59
773,484,299
774,167,480
775,167,167
776,978,643
777,29,495
778,567,12
779,893,362
780,607,362
781,295,33
782,159,365
783,5,269
784,261,578
785,353,45
786,614,815
787,29,835
788,302,453
789,957,123
790,337,462
791,237,111
792,597,548
793,688,659
794,139,526
795,295,968
796,791,294
797,688,858
798,527,715
799,341,948
800,159,512
801,242,139
802,578,366
803,957,588
804,946,515
805,198,759
806,366,425
807,387,365
808,198,886
809,736,930
810,125,94
811,870,353
812,416,294
813,512,791
814,775,841
815,474,578
816,80,564
817,999,462
818,139,855
819,377,29
820,405,433
821,719,508
822,933,870
823,830,515
824,790,82
825,1,43
826,250,839
827,902,896
828,302,176
829,588,4
830,939,176
831,61,425
832,778,496
833,815,289
834,84,159
835,344,170
836,167,305
837,704,444
838,496,117
839,637,347
840,158,609
841,353,761
842,484,569
843,517,347
844,978,595
845,338,256
846,650,790
847,904,168
848,804,204
849,922,824
850,537,302
851,682,377
852,55,499
853,564,207
854,167,696
855,972,902
856,978,588
857,951,490
858,715,29
859,282,405
860,702,46
861,643,941
862,209,216
863,355,715
864,339,405
865,419,892
866,835,362
867,933,225
868,408,248
869,256,61
870,580,794
871,886,656
872,5,259
873,198,802
874,275,335
875,353,886
876,61,499
877,496,849
878,614,656
879,1,944
880,904,867
881,637,824
882,212,939
883,503,29
884,715,233
885,212,453
886,582,775
887,237,350
888,167,597
889,569,355
890,460,629
891,564,308
892,966,965
893,45,355
894,863,688
895,999,564
896,201,294
897,898,670
898,207,278
899,568,678
900,946,437
901,164,127
902,199,301
903,496,362
904,7,602
905,241,139
906,951,387
907,696,914
908,237,453
909,127,309
910,512,115
911,643,419
912,893,197
913,626,1
914,775,159
915,896,379
916,705,336
917,437,158
918,870,972
919,999,201
920,898,499
921,682,888
922,790,36
923,241,125
924,810,715
925,607,643
926,729,661
927,275,416
928,533,51
929,804,569
930,567,498
931,802,643
932,810,398
933,481,174
934,779,55
935,898,367
936,413,656
937,398,54
938,270,682
939,168,366
940,787,972
941,578,742
942,835,960
943,50,999
944,505,913
945,971,927
946,810,953
947,156,637
948,334,289
949,810,582
950,484,521
951,835,270
952,408,519
953,512,626
954,889,535
955,568,543
956,913,580
957,481,150
958,289,406
959,428,569
960,469,198
961,702,237
962,830,115
963,198,516
964,972,158
965,9,294
966,898,237
967,416,167
968,408,623
969,725,275
970,325,580
971,527,242
972,896,123
973,588,294
974,440,715
975,787,810
976,496,284
977,70,537
978,67,184
979,921,496
980,408,437
981,237,560
982,868,719
983,688,531
984,904,386
985,55,215
986,682,225
987,55,270
988,902,299
989,212,308
990,753,447
991,484,199
992,921,564
993,339,339
994,266,353
995,363,447
996,527,168
997,595,408
998,904,210
999,391,123
1000,70,512
1001,508,481
1002,972,889
1003,131,259
1004,484,428
1005,614,122
1006,650,661
1007,460,339
1008,496,189
1009,379,164
1010,176,377
1011,956,55
1012,933,405
1013,678,543
1014,951,363
1015,978,179
1016,679,625
1017,419,742
1018,270,898
1019,61,398
1020,496,295
1021,804,904
1022,270,775
1023,405,890
1024,484,767
1025,533,355
1026,50,275
1027,512,951
1028,676,6
1029,461,139
1030,721,306
1031,991,170
1032,896,377
1033,688,558
1034,999,998
1035,870,164
1036,989,965
1037,870,759
1038,933,904
1039,719,806
1040,668,694
1041,198,197
1042,855,588
1043,413,972
1044,449,408
1045,960,325
1046,198,847
1047,517,921
1048,804,870
1049,171,265
1050,619,830
1051,927,469
1052,131,989
1053,998,568
1054,166,341
1055,568,398
1056,208,444
1057,939,798
1058,433,428
1059,274,237
1060,868,971
1061,29,995
1062,362,937
1063,297,271
1064,84,588
1065,453,55
1066,827,960
1067,490,835
1068,207,347
1069,498,67
1070,678,849
1071,398,355
1072,405,512
1073,721,250
1074,607,234
1075,34,718
1076,933,278
1077,391,413
1078,924,345
1079,775,355
1080,694,212
1081,519,537
1082,672,405
1083,405,810
1084,42,437
1085,237,639
1086,289,868
1087,419,484
1088,889,84
1089,416,75
1090,936,989
1091,170,643
1092,75,138
1093,614,597
1094,51,564
1095,544,704
1096,705,339
1097,959,248
1098,701,755
1099,496,742
1100,45,921
1101,568,272
1102,166,294
1103,461,402
1104,55,334
1105,991,173
1106,710,122
1107,405,283
1108,536,170
1109,56,70
1110,582,517
1111,198,34
1112,582,512
1113,906,661
1114,921,14
1115,241,537
1116,935,999
1117,167,946
1118,198,5
1119,70,658
1120,510,886
1121,50,390
1122,51,931
1123,97,965
1124,171,1
1125,51,960
1126,786,5
1127,666,419
1128,250,536
1129,296,580
1130,485,484
1131,207,946
1132,226,560
1133,870,84
1134,139,568
1135,50,481
1136,113,461
1137,199,904
1138,419,926
1139,802,896
1140,568,210
1141,453,334
1142,351,902
1143,682,517
1144,170,198
1145,237,5
1146,242,921
1147,956,55
1148,84,362
1149,521,662
1150,999,578
1151,256,237
1152,56,419
1153,297,256
1154,699,607
1155,576,720
1156,527,85
1157,270,567
1158,751,212
1159,295,859
1160,351,898
1161,181,519
1162,84,980
1163,346,864
1164,651,212
1165,682,295
1166,576,50
1167,5,505
1168,193,7
1169,932,972
1170,204,33
1171,198,61
1172,989,682
1173,588,199
1174,405,243
1175,496,241
1176,237,416
1177,484,473
1178,775,790
1179,344,999
1180,972,898
1181,460,237
1182,510,349
1183,741,533
1184,889,408
1185,419,607
1186,619,296
1187,688,339
1188,682,391
1189,419,75
1190,678,337
1191,194,631
1192,298,648
1193,453,105
1194,588,139
1195,275,224
1196,54,83
1197,682,967
1198,198,889
1199,208,122
1200,682,484
1201,588,425
1202,898,786
1203,469,270
1204,790,568
1205,29,767
1206,289,942
1207,469,560
1208,237,5
1209,295,444
1210,688,972
1211,353,60
1212,896,208
1213,978,800
1214,690,798
1215,440,595
1216,989,896
1217,607,619
1218,889,55
1219,729,804
1220,419,138
1221,778,802
1222,139,634
1223,898,661
1224,505,893
1225,80,302
1226,208,787
1227,226,667
1228,366,562
1229,668,775
1230,241,362
1231,259,353
1232,61,259
1233,226,812
1234,810,729
1235,208,790
1236,496,864
1237,753,484
1238,942,259
1239,278,469
1240,690,614
1241,870,460
1242,753,519
1243,886,29
1244,951,433
1245,637,198
1246,802,576
1247,588,521
1248,5,588
1249,453,491
1250,167,902
1251,855,353
1252,790,753
1253,921,696
1254,54,991
1255,921,627
1256,705,957
1257,344,682
1258,705,951
1259,696,637
1260,898,131
1261,405,921
1262,807,410
1263,207,505
1264,972,656
1265,505,419
1266,568,61
1267,510,491
1268,535,893
1269,753,181
1270,607,362
1271,582,512
1272,377,298
1273,648,588
1274,835,294
1275,896,416
1276,167,51
1277,830,999
1278,702,896
1279,835,428
1280,5,810
1281,469,705
1282,469,498
1283,120,204
1284,70,42
1285,668,408
1286,702,508
1287,933,744
1288,405,408
1289,139,898
1290,270,710
1291,113,156
1292,606,416
1293,696,226
1294,170,336
1295,946,61
1296,827,802
1297,115,889
1298,241,696
1299,904,978
1300,242,242
1301,176,926
1302,122,484
1303,270,972
1304,278,921
1305,115,237
1306,223,197
1307,94,637
1308,166,55
1309,485,261
1310,855,67
1311,804,682
1312,266,94
1313,137,170
1314,388,408
1315,933,999
1316,181,889
1317,960,209
1318,676,672
1319,113,386
1320,933,70
1321,505,896
1322,390,775
1323,607,237
1324,237,778
1325,548,790
1326,34,835
1327,889,419
1328,75,532
1329,302,194
1330,226,578
1331,927,440
1332,42,419
1333,794,833
1334,746,517
1335,637,80
1336,31,751
1337,532,1
1338,582,496
1339,868,207
1340,889,870
1341,201,650
1342,888,449
1343,405,791
1344,568,55
1345,156,855
1346,337,650
1347,469,237
1348,978,437
1349,595,827
1350,209,702
1351,270,701
1352,682,196
1353,870,870
1354,595,580
1355,727,530
1356,870,751
1357,650,226
1358,955,753
1359,240,668
1360,802,234
1361,5,690
1362,50,588
1363,595,391
1364,927,835
1365,939,278
1366,679,830
1367,388,388
1368,51,650
1369,830,607
1370,226,903
1371,405,484
1372,998,508
1373,927,804
1374,208,387
1375,526,51
1376,921,991
1377,7,951
1378,50,927
1379,29,171
1380,688,999
1381,886,346
1382,453,898
1383,405,274
1384,705,902
1385,972,377
1386,870,261
1387,914,690
1388,496,295
1389,337,115
1390,870,167
1391,972,137
1392,648,366
1393,51,939
1394,830,270
1395,725,678
1396,778,362
1397,159,224
1398,80,447
1399,898,1
1400,794,989
1401,16,517
1402,830,152
1403,582,120
1404,973,942
1405,31,223
1406,870,54
1407,434,633
1408,519,166
1409,67,325
1410,855,208
1411,50,933
1412,366,568
1413,696,135
1414,208,241
1415,168,484
1416,131,815
1417,935,250
1418,402,960
1419,242,896
1420,582,955
1421,568,216
1422,402,167
1423,999,606
1424,67,139
1425,682,120
1426,35,510
1427,607,959
1428,682,156
1429,688,171
1430,926,208
1431,527,67
1432,278,688
1433,351,208
1434,830,422
1435,998,289
1436,582,125
1437,855,889
1438,855,688
1439,835,365
1440,295,366
1441,870,710
1442,886,22
1443,914,125
1444,527,978
1445,607,398
1446,460,345
1447,705,55
1448,278,705
1449,408,45
1450,905,16
1451,198,242
1452,7,198
1453,31,991
1454,708,753
1455,835,267
1456,973,345
1457,56,453
1458,582,402
1459,344,705
1460,485,237
1461,721,535
1462,50,16
1463,61,729
1464,419,34
1465,226,447
1466,725,56
1467,855,97
1468,688,464
1469,643,676
1470,424,51
1471,198,651
1472,156,889
1473,274,778
1474,999,131
1475,510,474
1476,802,54
1477,34,416
1478,830,405
1479,790,953
1480,637,790
1481,131,696
1482,50,623
1483,139,366
1484,460,198
1485,607,696
1486,336,334
1487,226,810
1488,989,390
1489,960,496
1490,278,989
1491,659,266
1492,351,626
1493,725,306
1494,567,957
1495,688,94
1496,31,527
1497,505,204
1498,181,50
1499,568,42
1500,576,198
1501,926,636
1502,270,787
1503,337,588
1504,855,679
1505,676,405
1506,830,428
1507,198,802
1508,393,736
1509,588,274
1510,131,688
1511,606,679
1512,702,702
1513,80,802
1514,746,405
1515,1,643
1516,460,159
1517,900,80
1518,676,51
1519,296,568
1520,277,51
1521,67,207
1522,643,802
1523,355,967
1524,933,727
1525,5,730
1526,694,588
1527,353,582
1528,485,548
1529,921,208
1530,469,607
1531,527,5
1532,510,868
1533,34,233
1534,201,164
1535,139,453
1536,682,193
1537,481,682
1538,873,379
1539,633,603
1540,379,70
1541,567,619
1542,870,898
1543,413,344
1544,607,289
1545,777,779
1546,956,914
1547,527,289
1548,651,537
1549,241,999
1550,70,933
1551,302,241
1552,335,678
1553,752,648
1554,50,794
1555,682,688
1556,33,702
1557,405,696
1558,242,914
1559,946,474
1560,1,933
1561,207,868
1562,708,201
1563,870,474
1564,226,278
1565,510,921
1566,942,705
1567,648,39
1568,648,702
1569,270,778
1570,29,956
1571,405,237
1572,690,702
1573,696,705
1574,198,453
1575,156,115
1576,505,947
1577,775,55
1578,753,61
1579,614,886
1580,694,31
1581,181,606
1582,849,54
1583,7,705
1584,973,849
1585,270,366
1586,927,830
1587,266,346
1588,5,167
1589,775,274
1590,966,42
1591,496,363
1592,595,469
1593,237,167
1594,721,998
1595,560,353
1596,33,870
1597,226,751
1598,582,578
1599,485,474
1600,33,870
1601,721,275
1602,855,437
1603,221,33
1604,1,212
1605,568,989
1606,294,989
1607,694,484
1608,966,900
1609,905,569
1610,505,481
1611,113,804
1612,242,777
1613,208,567
1614,802,366
1615,405,198
1616,662,503
1617,578,293
1618,588,753
1619,61,802
1620,802,485
1621,433,498
1622,637,510
1623,226,302
1624,379,896
1625,207,893
1626,181,742
1627,607,485
1628,835,905
1629,299,122
1630,298,493
1631,582,900
1632,582,29
1633,779,56
1634,402,939
1635,116,595
1636,588,282
1637,682,775
1638,922,207
1639,939,870
1640,568,932
1641,351,50
1642,344,802
1643,607,608
1644,131,787
1645,607,659
1646,708,532
1647,775,366
1648,29,270
1649,951,725
1650,50,137
1651,15,337
1652,870,335
1653,653,863
1654,485,643
1655,706,662
1656,568,207
1657,316,651
1658,270,607
1659,544,170
1660,297,544
1661,433,972
1662,666,682
1663,694,527
1664,535,437
1665,209,298
1666,1,131
1667,84,75
1668,131,682
1669,767,419
1670,957,597
1671,933,972
1672,481,355
1673,505,237
1674,167,746
1675,7,688
1676,275,637
1677,753,827
1678,774,721
1679,637,694
1680,576,918
1681,1,576
1682,933,434
1683,402,855
1684,721,221
1685,637,855
1686,50,973
1687,898,198
1688,568,201
1689,256,937
1690,926,804
1691,131,181
1692,935,207
1693,61,588
1694,460,753
1695,344,802
1696,120,933
1697,991,855
1698,167,927
1699,536,568
1700,715,939
1701,35,947
1702,568,536
1703,405,485
1704,886,855
1705,344,755
1706,29,690
1707,505,682
1708,726,278
1709,791,913
1710,393,201
1711,275,898
1712,886,496
1713,933,719
1714,295,198
1715,568,951
1716,606,804
1717,405,241
1718,496,582
1719,294,752
1720,712,240
1721,888,460
1722,282,70
1723,193,972
1724,270,56
1725,5,434
1726,787,250
1727,746,167
1728,156,942
1729,61,998
1730,896,250
1731,719,957
1732,353,402
1733,256,496
1734,568,648
1735,241,966
1736,886,804
1737,484,698
1738,752,588
1739,804,951
1740,778,533
1741,802,510
1742,61,774
1743,302,936
1744,485,256
1745,896,517
1746,791,721
1747,578,353
1748,971,241
1749,270,505
1750,706,164
1751,588,259
1752,607,936
1753,898,50
1754,568,33
1755,893,266
1756,778,226
1757,588,34
1758,939,951
1759,535,241
1760,676,999
1761,347,530
1762,682,33
1763,578,791
1764,433,237
1765,7,607
1766,353,568
1767,582,241
1768,790,900
1769,588,606
1770,753,176
1771,75,338
1772,905,519
1773,597,319
1774,270,193
1775,906,377
1776,419,946
1777,5,778
1778,353,690
1779,815,607
1780,237,666
1781,512,297
1782,270,978
1783,835,167
1784,563,568
1785,855,405
1786,297,898
1787,637,266
1788,870,563
1789,517,80
1790,896,295
1791,139,607
1792,666,270
1793,715,453
1794,708,753
1795,116,131
1796,393,648
1797,294,167
1798,277,5
1799,607,921
1800,7,544
1801,505,131
1802,84,278
1803,967,989
1804,237,299
1805,978,607
1806,705,242
1807,588,29
1808,582,946
1809,198,481
1810,767,972
1811,567,725
1812,567,835
1813,484,741
1814,50,807
1815,548,835
1816,978,29
1817,688,535
1818,122,835
1819,701,469
1820,477,753
1821,690,568
1822,344,790
1823,682,159
1824,139,710
1825,453,120
1826,50,607
1827,578,898
1828,5,666
1829,893,5
1830,696,460
1831,960,215
1832,802,701
1833,461,106
1834,694,67
1835,712,469
1836,365,715
1837,578,469
1838,588,84
1839,9,588
1840,933,927
1841,568,346
1842,568,156
1843,33,277
1844,351,815
1845,726,777
1846,226,676
1847,127,298
1848,922,906
1849,753,956
1850,351,588
1851,957,790
1852,5,477
1853,15,270
1854,767,726
1855,898,61
1856,676,933
1857,297,614
1858,527,176
1859,835,289
1860,835,344
1861,719,933
1862,672,643
1863,942,790
1864,804,496
1865,351,767
1866,708,767
1867,576,802
1868,379,167
1869,527,597
1870,927,855
1871,633,461
1872,810,477
1873,926,237
1874,588,772
1875,402,973
1876,855,505
1877,678,274
1878,798,460
1879,568,404
1880,510,588
1881,775,480
1882,753,453
1883,778,33
1884,49,719
1885,1000,198
1886,393,892
1887,5,873
1888,481,270
1889,966,485
1890,802,898
1891,998,873
1892,344,886
1893,337,694
1894,786,971
1895,804,297
1896,7,167
1897,719,810
1898,582,830
1899,807,156
1900,870,597
1901,582,614
1902,5,270
1903,469,242
1904,9,957
1905,460,533
1906,125,127
1907,29,405
1908,939,672
1909,607,708
1910,973,753
1911,692,527
1912,648,913
1913,888,297
1914,505,787
1915,721,536
1916,989,453
1917,84,115
1918,270,921
1919,405,405
1920,729,294
1921,447,694
1922,353,485
1923,991,682
1924,353,29
1925,5,237
1926,607,80
1927,582,473
1928,527,578
1929,5,237
1930,9,578
1931,176,527
1932,29,567
1933,256,905
1934,485,676
1935,34,344
1936,774,198
1937,503,505
1938,496,385
1939,209,97
1940,955,637
1941,972,668
1942,226,753
1943,568,651
1944,31,946
1945,496,668
1946,381,15
1947,896,84
1948,567,226
1949,256,778
1950,282,870
1951,906,595
1952,967,302
1953,405,898
1954,302,752
1955,940,561
1956,35,461
1957,7,597
1958,159,588
1959,481,199
1960,393,131
1961,978,198
1962,637,904
1963,167,726
1964,935,84
1965,469,791
1966,966,870
1967,804,582
1968,568,830
1969,618,533
1970,120,568
1971,588,939
1972,5,167
1973,719,648
1974,166,802
1975,921,166
1976,902,35
1977,198,576
1978,7,167
1979,335,9
1980,999,209
1981,7,978
1982,672,510
1983,156,998
1984,682,5
1985,5,706
1986,35,633
1987,198,775
1988,419,568
1989,904,582
1990,447,237
1991,719,582
1992,484,927
1993,505,618
1994,960,991
1995,393,293
1996,50,775
1997,50,779
1998,933,226
1999,582,398
2000,708,194
2001,405,904
2002,379,940
2003,61,424
2004,893,898
2005,510,29
2006,9,696
2007,270,582
2008,419,226
2009,198,535
2010,31,648
2011,7,588
2012,295,935
2013,576,535
2014,50,765
2015,637,694
2016,896,31
2017,966,568
2018,5,810
2019,886,469
2020,353,351
2021,708,485
2022,31,886
2023,449,726
2024,870,270
2025,595,270
2026,527,951
2027,995,241
2028,50,29
2029,886,802
2030,29,863
2031,568,965
2032,405,775
2033,568,351
2034,618,344
2035,568,299
2036,886,156
2037,794,481
2038,746,889
2039,855,449
2040,712,240
2041,127,460
2042,960,131
2043,365,972
2044,405,166
2045,648,198
2046,5,804
2047,116,156
2048,485,870
2049,656,351
2050,209,582
2051,804,33
2052,957,967
2053,705,50
2054,727,802
2055,653,906
2056,270,712
2057,75,379
2058,527,496
2059,719,692
2060,696,688
2061,802,830
2062,896,694
2063,702,7
2064,576,405
2065,242,156
2066,688,344
2067,353,710
2068,61,544
2069,966,753
2070,676,5
2071,933,61
2072,49,798
2073,696,778
2074,921,578
2075,29,469
2076,7,568
2077,413,337
2078,419,688
2079,588,870
2080,802,512
2081,582,973
2082,870,256
2083,527,682
2084,560,1
2085,705,277
2086,527,855
2087,226,927
2088,113,31
2089,381,676
2090,490,712
2091,643,607
2092,568,746
2093,29,676
2094,902,924
2095,270,921
2096,973,50
2097,597,614
2098,5,662
2099,966,625
2100,33,159
2101,256,989
2102,496,896
2103,588,181
2104,440,207
2105,45,353
2106,568,939
2107,7,904
2108,31,335
2109,347,485
2110,31,351
2111,978,588
2112,672,643
2113,886,898
2114,198,208
2115,978,582
2116,460,708
2117,597,419
2118,898,715
2119,688,433
2120,855,70
2121,802,886
2122,200,688
2123,560,61
2124,419,496
2125,527,560
2126,896,198
2127,335,725
2128,870,125
2129,316,5
2130,999,270
2131,113,886
2132,582,696
2133,582,966
2134,295,978
2135,705,682
2136,505,682
2137,719,607
2138,226,696
2139,353,906
