,added,killed
659,564,964
660,527,889
661,465,282
662,854,981
663,638,677
664,266,158
665,516,431
666,806,637
667,765,951
668,79,299
669,792,206
670,570,353
671,233,712
672,708,174
673,782,387
674,738,952
675,339,708
676,65,607
677,443,39
678,65,547
679,529,725
680,782,882
681,947,519
682,787,950
683,245,913
684,292,700
685,514,818
686,267,628
687,879,233
688,666,486
689,60,915
690,687,517
691,897,542
692,952,259
693,773,790
694,529,21
695,101,20
696,454,675
697,65,610
698,342,22
699,817,620
700,47,269
701,314,957
702,266,165
703,261,514
704,838,145
705,315,339
706,187,274
707,479,234
708,48,921
709,165,947
710,30,924
711,889,48
712,540,108
713,974,193
714,347,629
715,570,79
716,318,591
717,185,467
718,379,540
719,289,353
720,886,660
721,280,971
722,30,660
723,138,598
724,870,773
725,591,51
726,550,123
727,123,527
728,176,927
729,583,65
730,326,965
731,738,478
732,956,847
733,411,570
734,675,339
735,882,787
736,773,666
737,55,725
738,423,353
739,463,847
740,921,196
741,810,918
742,315,922
743,787,827
744,974,236
745,906,725
746,707,892
747,908,882
748,787,414
749,459,48
750,131,916
751,299,785
752,956,466
753,530,921
754,675,27
755,188,583
756,542,245
757,808,323
758,694,105
759,22,233
760,700,30
761,230,927
762,221,454
763,204,522
764,708,692
765,790,612
766,187,810
767,314,918
768,146,897
769,593,773
770,39,1
771,235,787
772,582,39
773,581,889
774,507,312
775,679,104
776,164,752
777,132,564
778,230,145
779,384,414
780,712,570
781,870,679
782,908,735
783,908,101
784,897,291
785,164,299
786,879,30
787,339,854
788,987,17
789,683,441
790,356,269
791,243,694
792,22,595
793,830,724
794,48,160
795,879,612
796,812,790
797,173,22
798,995,527
799,908,321
800,146,30
801,396,423
802,89,235
803,974,845
804,48,687
805,974,207
806,838,89
807,89,491
808,465,806
809,267,898
810,629,116
811,165,898
812,379,854
813,491,160
814,412,311
815,22,799
816,870,233
817,299,844
818,904,812
819,700,267
820,790,299
821,548,765
822,431,299
823,274,808
824,266,900
825,637,687
826,692,974
827,459,123
828,326,184
829,465,548
830,296,818
831,19,59
832,17,17
833,808,221
834,769,864
835,184,529
836,115,315
837,267,132
838,174,55
839,246,712
840,289,261
841,299,347
842,845,790
843,812,145
844,581,96
845,65,897
846,825,952
847,243,845
848,650,812
849,703,173
850,431,661
851,396,808
852,150,897
853,7,267
854,188,987
855,63,262
856,32,650
857,7,765
858,681,692
859,352,465
860,500,396
861,172,169
862,893,964
863,724,548
864,326,530
865,801,246
866,32,187
867,873,848
868,582,581
869,494,964
870,243,165
871,817,267
872,254,830
873,68,296
874,150,165
875,339,315
876,708,908
877,465,347
878,158,147
879,447,810
880,356,825
881,824,542
882,250,165
883,787,339
884,164,47
885,827,993
886,838,935
887,908,827
888,138,443
889,787,974
890,234,679
891,684,89
892,622,529
893,443,236
894,628,595
895,540,491
896,25,491
897,350,524
898,566,353
899,679,790
900,356,51
901,812,498
902,700,908
903,217,178
904,326,443
905,593,529
906,465,318
907,274,947
908,65,217
909,486,610
910,188,408
911,22,129
912,564,65
913,870,68
914,929,700
915,243,266
916,922,628
917,245,156
918,459,274
919,299,708
920,6,165
921,299,250
922,981,708
923,116,640
924,399,614
925,708,870
926,131,887
927,150,60
928,99,507
929,564,267
930,814,785
931,454,507
932,582,897
933,344,785
934,353,238
935,940,454
936,988,870
937,89,738
938,979,787
939,32,486
940,790,787
941,628,55
942,19,956
943,928,188
944,407,491
945,254,588
946,188,494
947,555,150
948,101,809
949,941,6
950,642,754
951,1,542
952,670,769
953,455,486
954,371,63
955,350,804
956,266,85
957,533,22
958,151,315
959,176,938
960,838,873
961,105,533
962,19,60
963,790,379
964,806,956
965,107,838
966,527,596
967,353,204
968,698,566
969,908,225
970,48,822
971,879,396
972,649,403
973,423,266
974,887,48
975,353,311
976,993,360
977,197,146
978,836,591
979,628,995
980,8,243
981,326,46
982,266,895
983,591,465
984,908,661
985,507,591
986,245,411
987,101,564
988,700,263
989,274,68
990,289,205
991,30,866
992,651,956
993,926,581
994,132,887
995,158,979
996,790,220
997,591,790
998,743,105
999,17,299
1000,459,787
1001,918,974
1002,941,581
1003,918,879
1004,527,707
1005,479,908
1006,612,350
1007,908,85
1008,817,908
1009,455,974
1010,158,929
1011,172,185
1012,443,974
1013,419,67
1014,150,542
1015,292,116
1016,407,974
1017,371,1000
1018,500,695
1019,123,886
1020,700,299
1021,158,941
1022,280,683
1023,254,926
1024,790,176
1025,423,65
1026,104,30
1027,339,48
1028,564,792
1029,132,158
1030,131,561
1031,649,591
1032,928,698
1033,356,465
1034,990,500
1035,882,230
1036,700,870
1037,971,830
1038,889,235
1039,773,328
1040,649,112
1041,188,979
1042,561,174
1043,893,443
1044,311,131
1045,650,65
1046,993,164
1047,540,266
1048,173,266
1049,564,979
1050,893,847
1051,700,549
1052,131,101
1053,150,314
1054,666,344
1055,889,410
1056,280,230
1057,649,188
1058,217,423
1059,132,904
1060,529,312
1061,707,164
1062,266,989
1063,423,817
1064,73,684
1065,790,479
1066,708,407
1067,120,452
1068,289,73
1069,197,500
1070,946,138
1071,908,338
1072,941,928
1073,692,542
1074,980,89
1075,846,73
1076,638,396
1077,146,817
1078,790,379
1079,132,628
1080,651,908
1081,974,550
1082,808,519
1083,514,193
1084,411,165
1085,22,918
1086,289,338
1087,675,486
1088,893,817
1089,356,131
1090,700,459
1091,138,908
1092,463,813
1093,431,918
1094,25,443
1095,234,867
1096,908,131
1097,247,123
1098,32,516
1099,356,804
1100,184,679
1101,299,204
1102,787,889
1103,431,55
1104,48,887
1105,379,299
1106,540,240
1107,387,808
1108,459,146
1109,303,700
1110,55,217
1111,650,32
1112,459,56
1113,459,132
1114,498,350
1115,214,352
1116,8,276
1117,56,582
1118,55,207
1119,172,707
1120,230,559
1121,234,650
1122,840,560
1123,906,423
1124,238,926
1125,479,808
1126,123,465
1127,89,890
1128,379,591
1129,274,938
1130,842,527
1131,507,30
1132,965,266
1133,131,845
1134,266,893
1135,790,197
1136,299,581
1137,941,591
1138,812,289
1139,792,405
1140,708,717
1141,809,254
1142,131,314
1143,570,507
1144,540,308
1145,164,184
1146,217,941
1147,928,529
1148,150,792
1149,423,465
1150,628,289
1151,266,769
1152,826,989
1153,274,666
1154,700,915
1155,581,165
1156,527,311
1157,708,540
1158,752,773
1159,806,612
1160,891,965
1161,649,235
1162,591,150
1163,703,459
1164,459,708
1165,32,247
1166,498,812
1167,908,700
1168,104,356
1169,512,266
1170,188,889
1171,882,987
1172,577,981
1173,314,292
1174,828,174
1175,103,146
1176,318,840
1177,628,817
1178,792,790
1179,7,22
1180,904,356
1181,561,974
1182,816,752
1183,274,214
1184,221,63
1185,233,101
1186,806,889
1187,533,540
1188,303,946
1189,48,326
1190,514,564
1191,184,204
1192,679,280
1193,794,245
1194,685,465
1195,318,441
1196,825,890
1197,628,827
1198,498,812
1199,893,48
1200,465,318
1201,431,581
1202,274,708
1203,642,670
1204,555,801
1205,96,165
1206,43,838
1207,274,671
1208,838,904
1209,838,564
1210,214,165
1211,243,882
1212,158,274
1213,771,156
1214,941,844
1215,990,303
1216,533,928
1217,787,511
1218,30,610
1219,908,889
1220,280,816
1221,651,582
1222,390,339
1223,261,164
1224,261,882
1225,507,514
1226,838,771
1227,30,463
1228,250,289
1229,999,246
1230,172,353
1231,642,131
1232,441,628
1233,687,158
1234,333,787
1235,65,908
1236,546,512
1237,906,908
1238,683,591
1239,323,116
1240,888,22
1241,893,516
1242,540,371
1243,336,274
1244,694,289
1245,217,431
1246,498,17
1247,274,1
1248,274,941
1249,151,941
1250,712,870
1251,519,342
1252,816,593
1253,540,908
1254,904,993
1255,591,471
1256,7,104
1257,106,570
1258,356,56
1259,816,999
1260,292,138
1261,266,765
1262,570,814
1263,908,642
1264,498,527
1265,666,703
1266,128,692
1267,26,529
1268,638,700
1269,104,89
1270,217,692
1271,266,530
1272,712,946
1273,792,826
1274,471,491
1275,792,150
1276,675,519
1277,146,274
1278,387,274
1279,267,873
1280,105,165
1281,339,30
1282,880,326
1283,296,782
1284,32,519
1285,650,184
1286,342,250
1287,738,459
1288,675,897
1289,808,527
1290,700,441
1291,292,849
1292,514,120
1293,928,882
1294,840,459
1295,615,638
1296,904,700
1297,719,261
1298,546,801
1299,908,32
1300,423,353
1301,615,99
1302,787,543
1303,247,856
1304,893,7
1305,266,158
1306,471,326
1307,904,274
1308,150,188
1309,217,748
1310,546,971
1311,30,683
1312,243,339
1313,462,235
1314,48,217
1315,311,790
1316,443,808
1317,708,101
1318,214,527
1319,979,582
1320,105,120
1321,675,164
1322,287,311
1323,132,808
1324,118,847
1325,138,638
1326,790,132
1327,30,108
1328,612,546
1329,649,160
1330,356,555
1331,792,570
1332,292,188
1333,238,908
1334,977,675
1335,649,423
1336,808,974
1337,447,880
1338,684,55
1339,714,98
1340,675,700
1341,564,792
1342,384,292
1343,56,738
1344,352,311
1345,118,89
1346,318,100
1347,379,339
1348,582,230
1349,99,947
1350,980,941
1351,591,824
1352,977,908
1353,479,650
1354,172,22
1355,908,104
1356,129,879
1357,20,235
1358,529,214
1359,703,353
1360,479,172
1361,106,879
1362,85,893
1363,870,152
1364,922,683
1365,411,106
1366,348,685
1367,724,136
1368,724,379
1369,235,738
1370,628,893
1371,411,462
1372,529,419
1373,326,685
1374,103,289
1375,827,360
1376,888,342
1377,990,217
1378,410,952
1379,39,370
1380,251,622
1381,214,356
1382,99,266
1383,893,107
1384,828,176
1385,243,30
1386,230,816
1387,615,707
1388,773,708
1389,234,808
1390,612,48
1391,879,825
1392,990,99
1393,230,30
1394,26,326
1395,724,683
1396,965,670
1397,131,443
1398,410,17
1399,8,164
1400,1000,908
1401,229,577
1402,519,649
1403,20,564
1404,318,642
1405,238,447
1406,908,350
1407,965,246
1408,540,591
1409,928,326
1410,904,675
1411,234,423
1412,649,138
1413,303,751
1414,555,238
1415,708,790
1416,615,323
1417,500,893
1418,533,825
1419,289,700
1420,628,742
1421,326,836
1422,150,266
1423,904,773
1424,38,700
1425,234,129
1426,790,922
1427,806,906
1428,790,387
1429,928,533
1430,841,675
1431,299,638
1432,197,327
1433,225,782
1434,85,32
1435,847,101
1436,889,806
1437,7,628
1438,540,431
1439,267,615
1440,234,127
1441,1,904
1442,103,299
1443,387,234
1444,893,708
1445,471,977
1446,390,675
1447,250,675
1448,225,930
1449,20,423
1450,299,106
1451,649,347
1452,447,671
1453,238,694
1454,459,431
1455,266,922
1456,217,146
1457,817,274
1458,20,454
1459,104,664
1460,546,274
1461,512,801
1462,123,498
1463,303,771
1464,150,566
1465,649,441
1466,998,261
1467,533,314
1468,299,412
1469,703,655
1470,908,243
1471,431,904
1472,491,700
1473,564,65
1474,197,725
1475,622,217
1476,360,318
1477,666,318
1478,612,30
1479,150,431
1480,89,396
1481,25,581
1482,423,940
1483,467,197
1484,266,948
1485,150,708
1486,542,303
1487,233,708
1488,564,700
1489,47,104
1490,904,540
1491,342,185
1492,649,1000
1493,929,25
1494,459,498
1495,698,628
1496,96,193
1497,105,714
1498,842,908
1499,22,387
1500,479,292
1501,799,407
1502,150,550
1503,459,712
1504,651,612
1505,479,348
1506,411,336
1507,879,929
1508,942,99
1509,384,738
1510,158,893
1511,838,941
1512,612,507
1513,115,150
1514,48,454
1515,993,292
1516,12,922
1517,360,120
1518,712,30
1519,908,185
1520,908,828
1521,459,719
1522,808,234
1523,339,123
1524,529,479
1525,908,529
1526,220,233
1527,612,299
1528,30,773
1529,243,507
1530,956,459
1531,812,869
1532,419,675
1533,649,350
1534,619,266
1535,184,443
1536,132,681
1537,146,43
1538,387,43
1539,808,666
1540,33,423
1541,906,20
1542,96,908
1543,225,836
1544,840,471
1545,787,419
1546,48,266
1547,85,649
1548,929,628
1549,928,838
1550,708,790
1551,564,158
1552,927,808
1553,918,303
1554,708,30
1555,750,652
1556,471,254
1557,7,274
1558,993,150
1559,679,980
1560,828,7
1561,318,700
1562,205,168
1563,479,22
1564,806,150
1565,245,524
1566,511,703
1567,790,151
1568,107,628
1569,245,990
1570,387,724
1571,649,47
1572,266,698
1573,542,65
1574,158,217
1575,838,882
1576,787,274
1577,410,790
1578,103,671
1579,20,103
1580,89,918
1581,245,906
1582,893,39
1583,498,39
1584,85,26
1585,356,56
1586,498,197
1587,411,898
1588,245,612
1589,214,981
1590,7,703
1591,511,787
1592,570,371
1593,85,740
1594,25,225
1595,561,205
1596,99,817
1597,70,188
1598,512,529
1599,89,816
1600,612,908
1601,13,164
1602,459,25
1603,555,649
1604,411,299
1605,356,585
1606,660,150
1607,738,546
1608,339,840
1609,89,56
1610,790,787
1611,266,675
1612,20,303
1613,471,910
1614,612,546
1615,808,238
1616,238,651
1617,808,26
1618,289,929
1619,808,548
1620,1000,965
1621,243,146
1622,642,131
1623,217,220
1624,897,642
1625,527,266
1626,342,966
1627,491,176
1628,318,927
1629,891,546
1630,455,507
1631,115,263
1632,123,387
1633,432,700
1634,540,564
1635,771,879
1636,585,339
1637,679,47
1638,313,908
1639,801,790
1640,238,205
1641,527,694
1642,313,546
1643,30,245
1644,432,379
1645,132,918
1646,514,221
1647,353,583
1648,841,542
1649,908,85
1650,245,498
1651,790,533
1652,498,42
1653,956,700
1654,529,801
1655,455,479
1656,30,527
1657,564,243
1658,700,615
1659,808,808
1660,537,684
1661,651,230
1662,22,649
1663,471,799
1664,360,498
1665,85,356
1666,234,880
1667,941,794
1668,123,873
1669,118,8
1670,519,675
1671,971,893
1672,266,85
1673,289,65
1674,321,698
1675,131,11
1676,564,514
1677,299,48
1678,150,89
1679,498,7
1680,943,561
1681,649,681
1682,26,514
1683,217,261
1684,561,930
1685,214,128
1686,808,459
1687,638,908
1688,692,628
1689,6,942
1690,965,132
1691,491,245
1692,564,184
1693,455,533
1694,816,47
1695,519,318
1696,267,889
1697,138,432
1698,870,455
1699,138,184
1700,85,679
1701,21,299
1702,197,991
1703,881,870
1704,792,55
1705,649,314
1706,234,735
1707,655,263
1708,707,622
1709,511,48
1710,379,243
1711,247,274
1712,184,622
1713,808,203
1714,700,838
1715,809,649
1716,879,838
1717,491,806
1718,893,612
1719,712,365
1720,542,234
1721,684,138
1722,479,651
1723,21,479
1724,266,527
1725,714,104
1726,765,612
1727,479,326
1728,790,651
1729,683,828
1730,540,692
1731,527,22
1732,289,267
1733,838,542
1734,247,353
1735,20,147
1736,591,847
1737,289,233
1738,498,295
1739,965,266
1740,220,771
1741,188,120
1742,423,12
1743,303,564
1744,339,30
1745,870,708
1746,498,19
1747,724,144
1748,251,752
1749,123,649
1750,7,267
1751,870,158
1752,642,649
1753,245,612
1754,971,33
1755,700,582
1756,712,360
1757,131,164
1758,134,564
1759,245,812
1760,131,115
1761,712,540
1762,638,411
1763,419,20
1764,217,812
1765,808,447
1766,928,423
1767,638,118
1768,840,990
1769,928,250
1770,530,561
1771,47,234
1772,893,540
1773,993,134
1774,132,849
1775,96,30
1776,522,679
1777,540,188
1778,537,724
1779,85,460
1780,353,411
1781,299,243
1782,847,104
1783,197,399
1784,104,289
1785,467,491
1786,205,974
1787,353,655
1788,115,238
1789,264,965
1790,511,188
1791,993,32
1792,17,908
1793,172,561
1794,790,809
1795,32,840
1796,808,585
1797,593,173
1798,254,629
1799,908,1
1800,700,893
1801,993,908
1802,387,25
1803,455,390
1804,103,707
1805,790,703
1806,245,893
1807,250,89
1808,217,68
1809,267,555
1810,47,39
1811,47,230
1812,708,89
1813,847,234
1814,956,683
1815,266,928
1816,479,467
1817,344,898
1818,7,1
1819,971,1
1820,360,842
1821,22,123
1822,104,649
1823,842,649
1824,527,21
1825,410,70
1826,570,214
1827,882,299
1828,638,527
1829,971,214
1830,971,289
1831,19,115
1832,570,612
1833,637,888
1834,441,555
1835,886,847
1836,979,908
1837,724,103
1838,511,266
1839,808,96
1840,339,30
1841,234,808
1842,138,993
1843,500,612
1844,999,138
1845,131,840
1846,642,927
1847,32,411
1848,511,214
1849,391,928
1850,243,20
1851,638,387
1852,254,289
1853,511,792
1854,790,479
1855,105,414
1856,708,318
1857,245,245
1858,471,150
1859,790,498
1860,918,952
1861,637,48
1862,138,808
1863,687,790
1864,318,43
1865,115,267
1866,842,700
1867,962,847
1868,410,906
1869,540,410
1870,540,908
1871,238,971
1872,85,683
1873,712,786
1874,230,514
1875,115,217
1876,318,103
1877,22,47
1878,136,684
1879,615,115
1880,542,806
1881,150,344
1882,540,205
1883,243,870
1884,20,89
1885,234,30
1886,893,247
1887,32,491
1888,274,459
1889,773,230
1890,348,891
1891,131,243
1892,399,326
1893,708,540
1894,956,825
1895,55,447
1896,842,47
1897,712,234
1898,790,129
1899,533,150
1900,287,998
1901,965,787
1902,151,187
1903,7,48
1904,230,266
1905,888,197
1906,841,151
1907,321,514
1908,893,22
1909,280,675
1910,893,838
1911,47,927
1912,134,638
1913,353,411
1914,988,410
1915,455,392
1916,235,150
1917,514,250
1918,136,498
1919,150,266
1920,543,486
1921,498,787
1922,234,150
1923,348,463
1924,904,893
1925,70,184
1926,651,519
1927,289,638
1928,348,245
1929,498,724
1930,443,47
1931,333,326
1932,103,234
1933,708,570
1934,467,765
1935,838,384
1936,638,956
1937,540,266
1938,838,356
1939,638,550
1940,808,299
1941,292,311
1942,463,296
1943,498,292
1944,152,455
1945,637,245
1946,48,243
1947,491,708
1948,245,511
1949,615,104
1950,138,463
1951,243,21
1952,561,893
1953,8,411
1954,700,176
1955,561,115
1956,455,724
1957,703,323
1958,840,280
1959,773,318
1960,540,773
1961,500,48
1962,649,840
1963,38,790
1964,792,888
1965,649,561
1966,512,131
1967,928,670
1968,888,250
1969,890,30
1970,158,158
1971,235,245
1972,379,533
1973,266,131
1974,540,459
1975,838,266
1976,570,131
1977,806,356
1978,638,267
1979,150,165
1980,893,498
1981,280,455
1982,879,131
1983,591,714
1984,743,990
1985,540,313
1986,700,808
1987,540,63
1988,840,303
1989,683,70
1990,390,649
1991,491,243
1992,20,838
1993,841,555
1994,649,498
1995,7,105
1996,974,443
1997,348,533
1998,26,197
1999,423,243
2000,637,123
2001,564,651
2002,315,184
2003,410,172
2004,542,217
2005,339,6
2006,712,336
2007,356,38
2008,980,106
2009,921,390
2010,738,846
2011,888,806
2012,591,318
2013,638,230
2014,882,243
2015,289,700
2016,234,637
2017,479,471
2018,455,136
2019,455,712
2020,13,491
2021,511,979
2022,893,471
2023,738,118
2024,104,638
2025,56,529
2026,540,115
2027,980,888
2028,89,882
2029,533,700
2030,840,928
2031,649,321
2032,891,712
2033,962,519
2034,864,808
2035,561,651
2036,570,289
2037,123,217
2038,591,687
2039,824,864
2040,514,47
2041,245,790
2042,20,687
2043,225,897
2044,882,993
2045,904,790
2046,886,22
2047,891,274
2048,928,197
2049,529,651
2050,708,339
2051,136,65
2052,55,542
2053,651,541
2054,838,103
2055,808,229
2056,296,700
2057,790,387
2058,956,150
2059,432,254
2060,22,48
2061,220,801
2062,708,790
2063,479,828
2064,790,384
2065,321,651
2066,993,719
2067,806,511
2068,266,921
2069,6,591
2070,529,999
2071,132,582
2072,738,993
2073,20,838
2074,455,423
2075,714,7
2076,254,904
2077,675,151
2078,251,628
2079,512,99
2080,89,879
2081,220,787
2082,455,908
2083,326,651
2084,840,233
2085,938,150
2086,540,391
2087,132,150
2088,254,649
2089,904,908
2090,542,840
2091,738,619
2092,454,22
2093,838,712
2094,808,158
2095,348,533
2096,131,441
2097,105,846
2098,333,511
2099,593,712
2100,998,540
2101,577,339
2102,315,360
2103,838,463
2104,806,419
2105,990,22
2106,96,591
2107,840,299
2108,266,187
2109,339,431
2110,537,956
2111,570,990
2112,459,299
2113,908,251
2114,230,326
2115,522,542
2116,423,326
2117,540,245
2118,8,318
2119,342,220
2120,806,891
2121,628,927
2122,540,247
2123,773,150
2124,19,498
2125,974,971
2126,500,666
2127,792,529
2128,816,13
2129,993,712
2130,511,321
2131,132,561
2132,17,32
2133,540,498
2134,714,220
2135,407,904
2136,225,649
2137,500,790
2138,847,32
2139,642,289
