,index,0
284,440,1
285,441,1
286,444,3
287,447,2
288,448,1
289,449,1
290,450,1
291,453,2
292,454,1
293,455,4
294,456,1
295,457,2
296,460,2
297,461,2
298,462,1
299,464,2
300,468,1
301,469,2
302,470,2
303,472,1
304,473,1
305,474,1
306,476,1
307,477,1
308,479,2
309,480,2
310,481,3
311,482,1
312,483,1
313,484,3
314,485,1
315,486,1
316,488,1
317,489,1
318,490,1
319,491,1
320,493,1
321,494,1
322,495,1
323,496,2
324,498,1
325,499,2
326,503,1
327,505,1
328,506,1
329,508,2
330,510,3
331,512,2
332,513,1
333,515,1
334,516,2
335,517,2
336,518,2
337,519,4
338,520,1
339,521,1
340,523,1
341,524,1
342,526,3
343,527,2
344,528,3
345,530,3
346,531,2
347,532,1
348,533,2
349,534,1
350,535,3
351,536,2
352,537,1
353,539,1
354,541,1
355,543,1
356,544,2
357,548,1
358,549,1
359,550,1
360,551,1
361,552,1
362,553,2
363,557,1
364,558,1
365,560,3
366,561,1
367,562,1
368,563,1
369,564,3
370,566,2
371,567,1
372,568,4
373,569,1
374,570,2
375,572,1
376,573,1
377,576,1
378,577,1
379,578,2
380,580,4
381,582,1
382,588,3
383,589,1
384,591,1
385,592,3
386,593,2
387,595,1
388,597,2
389,599,1
390,601,3
391,602,2
392,603,1
393,606,2
394,607,2
395,608,1
396,609,1
397,612,1
398,614,1
399,618,1
400,619,1
401,620,1
402,623,1
403,624,1
404,625,2
405,626,2
406,627,3
407,629,1
408,630,1
409,631,1
410,633,2
411,634,1
412,636,1
413,637,3
414,639,1
415,641,1
416,642,1
417,643,2
418,647,1
419,648,3
420,650,2
421,651,1
422,653,1
423,656,3
424,658,2
425,659,1
426,661,1
427,662,3
428,663,1
429,665,1
430,666,3
431,667,1
432,668,1
433,670,3
434,671,1
435,672,3
436,675,2
437,676,3
438,678,2
439,679,1
440,680,1
441,682,3
442,684,2
443,686,1
444,688,3
445,690,1
446,692,1
447,693,2
448,694,1
449,696,2
450,698,2
451,699,2
452,700,1
453,701,1
454,702,2
455,704,2
456,705,2
457,706,2
458,708,1
459,710,1
460,712,1
461,713,2
462,714,1
463,715,2
464,718,1
465,719,3
466,720,1
467,721,1
468,722,2
469,724,2
470,725,1
471,726,1
472,727,2
473,729,2
474,730,1
475,735,1
476,736,1
477,738,1
478,741,2
479,742,1
480,744,1
481,746,2
482,747,1
483,748,1
484,751,2
485,752,1
486,753,1
487,755,1
488,757,1
489,759,1
490,761,2
491,763,1
492,765,1
493,767,2
494,769,1
495,770,1
496,771,1
497,772,2
498,774,1
499,775,2
500,777,1
501,778,2
502,779,1
503,785,1
504,786,1
505,787,3
506,789,2
507,790,2
508,791,1
509,794,3
510,798,2
511,799,1
512,800,1
513,802,3
514,804,1
515,806,1
516,807,1
517,810,1
518,812,2
519,815,2
520,818,2
521,820,1
522,822,1
523,824,1
524,825,1
525,826,1
526,827,1
527,828,1
528,829,1
529,830,1
530,831,1
531,833,1
532,834,1
533,835,2
534,838,2
535,839,4
536,841,1
537,842,1
538,845,2
539,846,2
540,847,1
541,849,1
542,853,2
543,854,1
544,855,1
545,856,4
546,858,1
547,859,1
548,863,1
549,864,2
550,865,2
551,867,1
552,868,1
553,869,2
554,870,3
555,873,1
556,874,1
557,877,1
558,878,1
559,879,1
560,880,1
561,882,1
562,886,2
563,888,4
564,889,2
565,890,2
566,891,1
567,892,1
568,893,2
569,895,1
570,896,2
571,897,1
572,898,3
573,900,3
574,901,1
575,902,1
576,903,1
577,904,2
578,905,2
579,906,2
580,913,2
581,914,2
582,918,1
583,921,1
584,922,1
585,924,2
586,926,3
587,927,1
588,929,2
589,930,2
590,931,1
591,932,1
592,933,2
593,934,3
594,935,3
595,936,1
596,937,1
597,939,1
598,940,1
599,941,1
600,942,2
601,943,1
602,944,2
603,946,4
604,947,1
605,948,1
606,951,2
607,953,3
608,955,1
609,956,3
610,957,1
611,959,1
612,960,1
613,965,2
614,966,1
615,967,3
616,968,2
617,969,1
618,970,1
619,971,1
620,972,3
621,973,4
622,974,2
623,975,1
624,977,2
625,978,1
626,980,1
627,981,1
628,986,2
629,987,2
630,989,3
631,990,1
632,991,3
633,992,2
634,995,1
635,996,1
636,998,1
637,999,2
638,1000,2
