,index,0
336,548,1
337,549,1
338,550,2
339,551,1
340,552,1
341,553,1
342,555,1
343,556,2
344,557,1
345,559,2
346,560,1
347,561,4
348,563,1
349,564,3
350,566,1
351,569,1
352,570,2
353,571,2
354,575,1
355,576,1
356,577,1
357,578,1
358,581,2
359,582,1
360,583,2
361,584,1
362,585,1
363,588,1
364,591,2
365,593,1
366,594,2
367,595,1
368,596,1
369,598,1
370,599,1
371,602,1
372,603,1
373,604,1
374,607,1
375,609,1
376,610,3
377,612,3
378,613,1
379,614,1
380,615,2
381,619,1
382,620,1
383,622,2
384,624,1
385,625,1
386,627,1
387,628,5
388,629,1
389,635,1
390,637,1
391,638,1
392,640,2
393,642,2
394,644,1
395,647,2
396,649,3
397,650,1
398,651,1
399,652,2
400,653,2
401,655,3
402,657,2
403,660,2
404,661,3
405,664,1
406,666,3
407,667,1
408,670,4
409,671,2
410,673,1
411,675,3
412,677,1
413,679,2
414,681,1
415,682,1
416,683,4
417,684,2
418,685,2
419,687,2
420,690,2
421,692,2
422,694,2
423,695,2
424,697,1
425,698,1
426,700,3
427,703,1
428,707,3
429,708,4
430,712,3
431,713,1
432,714,1
433,715,1
434,716,1
435,717,1
436,718,1
437,719,2
438,723,1
439,724,2
440,725,1
441,727,1
442,731,1
443,732,2
444,733,1
445,735,2
446,736,1
447,737,1
448,738,3
449,739,1
450,740,2
451,742,3
452,743,1
453,744,1
454,748,1
455,749,2
456,750,2
457,751,1
458,752,4
459,754,1
460,760,1
461,761,1
462,763,1
463,765,2
464,767,1
465,769,1
466,771,1
467,772,2
468,773,3
469,778,1
470,782,1
471,785,2
472,786,1
473,787,2
474,790,3
475,792,2
476,794,2
477,796,2
478,797,1
479,799,1
480,801,2
481,803,1
482,804,2
483,805,1
484,806,1
485,808,2
486,809,2
487,810,2
488,812,2
489,813,3
490,814,2
491,816,2
492,817,2
493,818,1
494,820,1
495,822,1
496,824,2
497,825,2
498,826,1
499,827,4
500,828,2
501,829,1
502,830,3
503,832,1
504,833,1
505,835,1
506,836,1
507,837,1
508,838,4
509,840,2
510,841,2
511,842,1
512,843,2
513,844,1
514,845,1
515,846,2
516,847,2
517,848,1
518,849,3
519,850,1
520,851,1
521,854,1
522,856,1
523,860,1
524,862,1
525,863,1
526,864,1
527,866,2
528,867,2
529,868,1
530,869,2
531,870,1
532,873,4
533,874,1
534,876,1
535,879,1
536,880,1
537,881,1
538,882,2
539,885,1
540,886,1
541,887,2
542,888,1
543,889,1
544,890,1
545,891,1
546,892,2
547,893,2
548,894,2
549,895,1
550,897,4
551,898,4
552,899,1
553,900,2
554,901,1
555,904,1
556,906,2
557,908,4
558,910,1
559,912,2
560,913,1
561,914,1
562,915,2
563,916,1
564,918,2
565,920,1
566,921,3
567,922,1
568,923,1
569,924,2
570,926,2
571,927,2
572,928,1
573,929,2
574,930,1
575,933,1
576,935,1
577,938,2
578,940,2
579,941,2
580,942,1
581,943,3
582,946,1
583,947,1
584,948,1
585,949,1
586,950,1
587,951,1
588,952,2
589,955,1
590,956,2
591,957,1
592,962,1
593,964,2
594,965,2
595,966,1
596,969,1
597,971,2
598,973,1
599,974,1
600,975,1
601,976,1
602,977,1
603,979,4
604,980,1
605,981,1
606,983,2
607,984,1
608,985,1
609,987,1
610,988,1
611,989,2
612,990,1
613,991,1
614,992,1
615,993,4
616,995,1
617,997,1
618,998,1
619,999,1
620,1000,1
