,index,0
256,420,2
257,421,1
258,423,1
259,424,2
260,426,1
261,431,1
262,433,1
263,437,1
264,438,1
265,439,1
266,440,8
267,441,1
268,442,1
269,443,3
270,444,1
271,446,1
272,447,2
273,448,1
274,449,1
275,450,1
276,451,1
277,452,1
278,453,3
279,454,1
280,455,1
281,456,1
282,458,3
283,460,1
284,461,1
285,465,1
286,467,1
287,468,2
288,469,2
289,471,1
290,473,2
291,476,1
292,477,1
293,478,2
294,479,2
295,481,3
296,483,1
297,484,1
298,486,1
299,488,1
300,490,2
301,491,2
302,493,1
303,495,1
304,496,1
305,497,1
306,499,2
307,500,1
308,501,1
309,506,1
310,507,2
311,508,1
312,509,2
313,510,2
314,512,1
315,513,1
316,515,2
317,518,2
318,519,3
319,520,3
320,522,1
321,523,1
322,524,2
323,525,1
324,526,1
325,529,1
326,530,1
327,533,1
328,536,2
329,542,2
330,543,1
331,544,1
332,545,2
333,546,1
334,548,1
335,549,3
336,551,2
337,553,1
338,554,1
339,555,2
340,557,1
341,562,1
342,563,1
343,565,4
344,566,1
345,567,2
346,569,2
347,570,1
348,572,1
349,573,1
350,575,3
351,576,4
352,577,1
353,578,2
354,579,2
355,580,2
356,581,1
357,582,3
358,583,1
359,584,1
360,587,2
361,588,2
362,590,1
363,591,1
364,592,4
365,593,3
366,594,1
367,595,1
368,599,1
369,600,1
370,603,1
371,604,1
372,605,2
373,607,1
374,608,1
375,609,1
376,611,1
377,614,1
378,616,1
379,617,2
380,621,1
381,623,1
382,624,1
383,625,1
384,626,1
385,630,1
386,631,1
387,635,1
388,636,3
389,637,1
390,638,1
391,640,2
392,642,1
393,643,1
394,648,2
395,649,1
396,651,1
397,655,2
398,656,1
399,657,2
400,658,2
401,660,1
402,662,1
403,663,2
404,665,1
405,667,2
406,668,2
407,669,2
408,670,1
409,671,1
410,672,1
411,673,1
412,674,2
413,676,2
414,677,1
415,678,1
416,679,1
417,681,2
418,682,2
419,683,1
420,684,2
421,685,1
422,686,1
423,687,1
424,688,1
425,689,2
426,690,2
427,691,1
428,692,1
429,693,1
430,694,1
431,695,1
432,696,1
433,697,2
434,698,1
435,699,3
436,700,1
437,702,1
438,704,2
439,706,2
440,707,1
441,708,1
442,709,1
443,710,1
444,711,1
445,713,2
446,714,1
447,715,1
448,716,1
449,717,1
450,718,1
451,719,2
452,720,1
453,721,1
454,722,1
455,723,1
456,724,2
457,725,1
458,727,1
459,729,1
460,732,1
461,733,1
462,736,2
463,737,1
464,743,3
465,744,2
466,746,2
467,747,2
468,748,1
469,749,2
470,751,2
471,752,2
472,753,2
473,755,2
474,760,1
475,762,2
476,763,1
477,764,1
478,765,1
479,766,1
480,768,1
481,773,2
482,774,1
483,775,1
484,777,2
485,778,1
486,779,3
487,780,2
488,782,1
489,785,1
490,788,1
491,793,2
492,795,1
493,796,1
494,799,1
495,800,2
496,803,3
497,805,3
498,807,1
499,808,1
500,811,2
501,812,1
502,813,3
503,814,2
504,815,1
505,819,1
506,821,1
507,822,1
508,825,2
509,828,3
510,829,1
511,830,2
512,831,3
513,832,2
514,833,1
515,834,2
516,835,2
517,838,1
518,843,2
519,844,2
520,845,2
521,846,1
522,850,2
523,851,3
524,852,2
525,853,3
526,854,5
527,857,1
528,858,2
529,860,2
530,861,3
531,863,2
532,866,1
533,868,4
534,869,2
535,870,2
536,872,1
537,873,1
538,874,2
539,875,1
540,878,3
541,879,4
542,880,3
543,881,4
544,882,1
545,883,2
546,886,2
547,887,2
548,888,1
549,889,4
550,890,1
551,891,4
552,892,1
553,893,1
554,894,2
555,895,1
556,897,1
557,898,1
558,899,1
559,900,1
560,902,1
561,903,2
562,904,2
563,905,1
564,906,2
565,907,1
566,909,2
567,910,2
568,911,1
569,912,1
570,913,1
571,914,3
572,915,2
573,916,4
574,919,1
575,922,1
576,924,2
577,925,3
578,927,1
579,928,1
580,929,1
581,930,2
582,931,1
583,933,2
584,934,3
585,936,1
586,937,2
587,939,1
588,941,2
589,942,2
590,943,3
591,945,1
592,948,2
593,949,1
594,950,3
595,952,3
596,954,1
597,955,2
598,956,1
599,957,1
600,958,1
601,959,2
602,961,1
603,962,1
604,963,1
605,964,2
606,965,1
607,966,1
608,967,1
609,968,2
610,970,2
611,971,3
612,974,1
613,975,1
614,976,1
615,977,1
616,979,2
617,980,1
618,983,1
619,985,1
620,986,1
621,987,1
622,988,1
623,989,3
624,990,1
625,991,1
626,992,2
627,994,1
628,996,3
629,997,2
630,998,2
631,1000,1
