,index,0
237,362,3
238,363,4
239,367,1
240,368,2
241,371,1
242,372,1
243,373,2
244,374,1
245,375,1
246,379,1
247,382,2
248,383,2
249,384,4
250,385,1
251,387,2
252,389,2
253,396,1
254,397,2
255,398,1
256,400,1
257,401,1
258,403,1
259,404,1
260,405,2
261,406,1
262,407,1
263,408,2
264,409,1
265,411,1
266,412,1
267,413,1
268,414,3
269,415,1
270,418,1
271,419,1
272,420,2
273,421,1
274,422,1
275,424,2
276,426,1
277,427,1
278,428,3
279,430,1
280,431,2
281,432,2
282,435,2
283,436,2
284,438,1
285,440,2
286,441,2
287,442,2
288,443,1
289,444,1
290,445,2
291,448,1
292,450,1
293,451,1
294,452,1
295,454,2
296,455,1
297,457,1
298,458,2
299,459,1
300,461,1
301,465,2
302,466,2
303,467,2
304,468,2
305,469,2
306,470,1
307,471,2
308,474,1
309,477,1
310,478,2
311,481,1
312,483,1
313,485,1
314,486,2
315,489,1
316,490,1
317,492,2
318,494,1
319,495,3
320,496,3
321,498,2
322,500,1
323,501,1
324,502,1
325,504,1
326,505,1
327,507,1
328,508,1
329,510,1
330,511,1
331,512,1
332,514,2
333,516,1
334,517,1
335,518,1
336,519,1
337,520,1
338,525,1
339,527,1
340,528,1
341,531,1
342,534,3
343,535,1
344,536,1
345,538,1
346,540,3
347,541,1
348,543,1
349,544,1
350,545,1
351,547,1
352,550,1
353,554,2
354,555,2
355,556,1
356,557,1
357,559,1
358,562,1
359,563,3
360,565,2
361,566,1
362,568,2
363,570,1
364,572,2
365,573,2
366,575,3
367,577,2
368,578,1
369,579,2
370,580,3
371,582,1
372,583,1
373,585,1
374,587,1
375,588,1
376,589,2
377,590,2
378,591,2
379,592,1
380,595,2
381,596,1
382,597,3
383,598,1
384,599,3
385,600,3
386,601,1
387,603,1
388,606,1
389,607,3
390,609,1
391,610,1
392,613,1
393,614,1
394,615,2
395,616,2
396,618,1
397,619,2
398,620,1
399,621,1
400,622,1
401,623,1
402,624,4
403,626,2
404,627,2
405,628,4
406,630,1
407,631,1
408,633,1
409,637,1
410,638,3
411,640,3
412,641,1
413,642,1
414,643,2
415,644,4
416,648,2
417,650,2
418,651,1
419,652,1
420,653,3
421,654,2
422,656,1
423,657,1
424,658,1
425,659,2
426,660,1
427,661,2
428,662,1
429,663,1
430,665,2
431,666,3
432,667,3
433,669,1
434,671,2
435,672,2
436,673,1
437,674,2
438,675,1
439,676,1
440,678,1
441,679,2
442,681,3
443,682,3
444,683,2
445,684,3
446,690,1
447,691,1
448,692,1
449,693,1
450,694,3
451,695,2
452,696,2
453,697,2
454,698,1
455,700,3
456,701,1
457,702,2
458,705,1
459,706,2
460,707,2
461,709,2
462,710,1
463,711,1
464,712,1
465,713,1
466,716,3
467,718,1
468,719,1
469,720,1
470,721,1
471,723,1
472,725,1
473,726,3
474,728,1
475,731,2
476,735,1
477,736,1
478,741,1
479,744,1
480,745,1
481,746,1
482,747,1
483,749,3
484,750,1
485,751,1
486,752,1
487,753,1
488,754,1
489,757,1
490,758,1
491,759,1
492,760,1
493,761,3
494,762,2
495,763,2
496,764,2
497,765,4
498,766,3
499,767,3
500,768,1
501,770,1
502,772,1
503,774,1
504,775,1
505,778,1
506,781,1
507,782,1
508,785,2
509,788,1
510,789,1
511,791,1
512,792,2
513,795,1
514,796,1
515,797,2
516,799,2
517,801,1
518,802,1
519,806,2
520,810,1
521,813,1
522,815,1
523,817,1
524,818,2
525,819,1
526,820,1
527,821,1
528,822,2
529,823,1
530,826,1
531,827,1
532,828,1
533,829,1
534,830,1
535,831,1
536,833,1
537,835,1
538,836,2
539,839,1
540,842,1
541,844,1
542,846,2
543,848,1
544,849,1
545,850,2
546,851,1
547,853,3
548,854,1
549,855,1
550,856,2
551,858,1
552,859,1
553,860,2
554,861,1
555,862,4
556,863,1
557,864,2
558,865,2
559,866,2
560,867,2
561,868,2
562,869,2
563,870,2
564,871,1
565,872,1
566,873,1
567,874,1
568,876,3
569,877,1
570,878,2
571,879,3
572,884,5
573,885,1
574,886,2
575,887,2
576,888,1
577,890,1
578,893,2
579,894,1
580,895,2
581,897,2
582,898,2
583,900,1
584,901,1
585,902,1
586,903,2
587,904,1
588,905,3
589,907,1
590,909,2
591,912,1
592,915,4
593,919,3
594,921,1
595,924,2
596,926,1
597,929,1
598,930,1
599,931,1
600,932,3
601,933,1
602,934,1
603,936,3
604,939,1
605,940,3
606,941,3
607,943,4
608,946,2
609,947,2
610,948,1
611,951,2
612,952,1
613,954,1
614,956,1
615,957,3
616,959,1
617,960,1
618,961,1
619,962,1
620,963,2
621,964,1
622,965,1
623,968,2
624,969,2
625,970,1
626,977,1
627,978,4
628,979,1
629,981,2
630,982,1
631,983,2
632,984,1
633,985,1
634,986,1
635,987,2
636,992,1
637,996,3
638,998,3
639,1000,1
